beta0 beta1 loggap
0.6875 0.05 -0.3892992677
0.6875 0.1 -0.3968951987
0.6875 0.15 -0.4077504385
0.6875 0.2 -0.4223125205
0.6875 0.25 -0.4409203249
0.6875 0.3 -0.4638294963
0.6875 0.35 -0.491228769
0.6875 0.4 -0.5232477504
0.6875 0.45 -0.5599607398
0.6875 0.5 -0.6013913524
0.6875 0.55 -0.6475201127
0.6875 0.6 -0.6982938477
0.6875 0.65 -0.7536332386
0.6875 0.7 -0.8134336877
0.6875 0.75 -0.8775540648
0.6875 0.8 -0.945786962
0.6875 0.85 -1.017802084
0.6875 0.9 -1.093051328
0.6875 0.95 -1.17062138
0.6875 1 -1.24902216
0.6875 1.05 -1.325919076
0.6875 1.1 -1.397875701
0.6875 1.15 -1.46028985
0.6875 1.2 -1.50783497
0.6875 1.25 -1.535653497
0.6875 1.3 -1.541025857
0.6875 1.35 -1.524521241
0.6875 1.4 -1.489719228
0.6875 1.45 -1.441734503
0.6875 1.5 -1.385632484
0.6875 1.55 -1.325507843
0.6875 1.6 -1.264260053
0.6875 1.65 -1.203753906
0.6875 1.7 -1.145091842
0.6875 1.75 -1.088863223
0.6875 1.8 -1.035331409
0.6875 1.85 -0.9845614375
0.6875 1.9 -0.9365027405
0.6875 1.95 -0.8910410847
0.6875 2 -0.8480304608
0.74375 -2 0.4900319939
0.74375 -1.95 0.4736094237
0.74375 -1.9 0.4566367907
0.74375 -1.85 0.4390823665
0.74375 -1.8 0.4209123219
0.74375 -1.75 0.4020906629
0.74375 -1.7 0.3825792012
0.74375 -1.65 0.3623375756
0.74375 -1.6 0.341323347
0.74375 -1.55 0.3194921969
0.74375 -1.5 0.2967982715
0.74375 -1.45 0.2731947256
0.74375 -1.4 0.2486345395
0.74375 -1.35 0.2230717045
0.74375 -1.3 0.1964629026
0.74375 -1.25 0.16876984
0.74375 -1.2 0.1399624363
0.74375 -1.15 0.1100231137
0.74375 -1.1 0.07895247237
0.74375 -1.05 0.04677665578
0.74375 -1 0.01355669153
0.74375 -0.95 -0.02060002308
0.74375 -0.9 -0.05552618433
0.74375 -0.85 -0.09097959891
0.74375 -0.8 -0.1266282065
0.74375 -0.75 -0.1620377954
0.74375 -0.7 -0.1966666242
0.74375 -0.65 -0.2298725709
0.74375 -0.6 -0.2609388999
0.74375 -0.55 -0.2891230814
0.74375 -0.5 -0.3137284089
0.74375 -0.45 -0.3341908057
0.74375 -0.4 -0.3501657403
0.74375 -0.35 -0.3615965454
0.74375 -0.3 -0.3687483491
0.74375 -0.25 -0.3722001413
0.74375 -0.2 -0.3727969587
0.74375 -0.15 -0.3715711835
0.74375 -0.1 -0.3696460567
0.74375 -0.05 -0.3681368412
0.74375 0 -0.3680656164
0.74375 0.05 -0.3703030036
0.74375 0.1 -0.3755433702
0.74375 0.15 -0.3843108565
0.74375 0.2 -0.3969856008
0.74375 0.25 -0.4138363196
0.74375 0.3 -0.4350478755
0.74375 0.35 -0.4607385902
0.74375 0.4 -0.4909683488
0.74375 0.45 -0.5257421596
0.74375 0.5 -0.5650138463
0.74375 0.55 -0.6086919996
0.74375 0.6 -0.656647147
0.74375 0.65 -0.7087168455
0.74375 0.7 -0.764704456
0.74375 0.75 -0.8243671933
0.74375 0.8 -0.8873889224
0.74375 0.85 -0.9533326604
0.74375 0.9 -1.021567157
0.74375 0.95 -1.091162651
0.74375 1 -1.160756209
0.74375 1.05 -1.228402851
0.74375 1.1 -1.291462366
0.74375 1.15 -1.346623249
0.74375 1.2 -1.390204584
0.74375 1.25 -1.418824025
0.74375 1.3 -1.430299693
0.74375 1.35 -1.424365711
0.74375 1.4 -1.402752578
0.74375 1.45 -1.368576249
0.74375 1.5 -1.325430916
0.74375 1.55 -1.276646105
0.74375 1.6 -1.224905657
0.74375 1.65 -1.172173261
0.74375 1.7 -1.119783897
0.74375 1.75 -1.068588435
0.74375 1.8 -1.019091866
0.74375 1.85 -0.971563872
0.74375 1.9 -0.9261197233
0.74375 1.95 -0.8827765282
0.74375 2 -0.8414911455
0.8 -2 0.4799069284
0.8 -1.95 0.4631581306
0.8 -1.9 0.4458399056
0.8 -1.85 0.4279189967
0.8 -1.8 0.4093599246
0.8 -1.75 0.3901249215
0.8 -1.7 0.3701739034
0.8 -1.65 0.3494645003
0.8 -1.6 0.3279521681
0.8 -1.55 0.3055904199
0.8 -1.5 0.2823312202
0.8 -1.45 0.25812561
0.8 -1.4 0.2329246434
0.8 -1.35 0.2066807522
0.8 -1.3 0.1793496831
0.8 -1.25 0.1508932009
0.8 -1.2 0.1212827981
0.8 -1.15 0.09050470709
0.8 -1.1 0.05856656361
0.8 -1.05 0.02550609481
0.8 -1 -0.008597820942
0.8 -0.95 -0.04361151977
0.8 -0.9 -0.07933048894
0.8 -0.85 -0.1154616947
0.8 -0.8 -0.1516062533
0.8 -0.75 -0.1872460512
0.8 -0.7 -0.2217399342
0.8 -0.65 -0.2543368461
0.8 -0.6 -0.2842135467
0.8 -0.55 -0.3105415733
0.8 -0.5 -0.3325807615
0.8 -0.45 -0.3497860077
0.8 -0.4 -0.3619044936
0.8 -0.35 -0.3690384515
0.8 -0.3 -0.371656835
0.8 -0.25 -0.3705542938
0.8 -0.2 -0.3667694893
0.8 -0.15 -0.361481233
0.8 -0.1 -0.3559006247
0.8 -0.05 -0.3511742558
0.8 0 -0.34831016
0.8 0.05 -0.3481341917
0.8 0.1 -0.351278737
0.8 0.15 -0.3581986024
0.8 0.2 -0.3692030659
0.8 0.25 -0.384491192
0.8 0.3 -0.4041803585
0.8 0.35 -0.4283237698
0.8 0.4 -0.4569184742
0.8 0.45 -0.4899085961
0.8 0.5 -0.5271883468
0.8 0.55 -0.568606902
0.8 0.6 -0.613974259
0.8 0.65 -0.6630651586
0.8 0.7 -0.7156174402
0.8 0.75 -0.7713213713
0.8 0.8 -0.8297968918
0.8 0.85 -0.8905560497
0.8 0.9 -0.9529484489
0.8 0.95 -1.016089293
0.8 1 -1.07877447
0.8 1.05 -1.139397692
0.8 1.1 -1.195903016
0.8 1.15 -1.24582879
0.8 1.2 -1.286510162
0.8 1.25 -1.315474562
0.8 1.3 -1.330964331
0.8 1.35 -1.332392751
0.8 1.4 -1.320503695
0.8 1.45 -1.297143671
0.8 1.5 -1.264773402
0.8 1.55 -1.225954561
0.8 1.6 -1.182985211
0.8 1.65 -1.137727377
0.8 1.7 -1.091581765
0.8 1.75 -1.045542482
0.8 1.8 -1.000279828
0.8 1.85 -0.9562220673
0.8 1.9 -0.9136240958
0.8 1.95 -0.8726204551
0.8 2 -0.8332642723
0.85625 -2 0.4696355458
0.85625 -1.95 0.4525532388
0.85625 -1.9 0.4348816161
0.85625 -1.85 0.4165858552
0.85625 -1.8 0.3976287897
0.85625 -1.75 0.3779708433
0.85625 -1.7 0.3575700072
0.85625 -1.65 0.3363818823
0.85625 -1.6 0.314359815
0.85625 -1.55 0.2914551686
0.85625 -1.5 0.2676177812
0.85625 -1.45 0.2427966887
0.85625 -1.4 0.2169412077
0.85625 -1.35 0.1900025139
0.85625 -1.3 0.1619358895
0.85625 -1.25 0.1327038674
0.85625 -1.2 0.1022805613
0.85625 -1.15 0.07065754008
0.85625 -1.1 0.03785166492
0.85625 -1.05 0.003915342137
0.85625 -1 -0.03105039583
0.85625 -0.95 -0.06687976276
0.85625 -0.9 -0.1033232922
0.85625 -0.85 -0.1400272664
0.85625 -0.8 -0.1765141724
0.85625 -0.75 -0.2121690546
0.85625 -0.7 -0.24623922
0.85625 -0.65 -0.2778567772
0.85625 -0.6 -0.3060930497
0.85625 -0.55 -0.3300486663
0.85625 -0.5 -0.3489719619
0.85625 -0.45 -0.3623839227
0.85625 -0.4 -0.3701777593
0.85625 -0.35 -0.3726636412
0.85625 -0.3 -0.3705458534
0.85625 -0.25 -0.3648418709
0.85625 -0.2 -0.3567678947
0.85625 -0.15 -0.3476172746
0.85625 -0.1 -0.3386510955
0.85625 -0.05 -0.3310118161
0.85625 0 -0.3256653732
0.85625 0.05 -0.3233737979
0.85625 0.1 -0.3246967034
0.85625 0.15 -0.3300152619
0.85625 0.2 -0.3395681943
0.85625 0.25 -0.3534882763
0.85625 0.3 -0.3718307493
0.85625 0.35 -0.3945903832
0.85625 0.4 -0.4217091009
0.85625 0.45 -0.4530788545
0.85625 0.5 -0.4885441629
0.85625 0.55 -0.527906338
0.85625 0.6 -0.5709286527
0.85625 0.65 -0.6173398777
0.85625 0.7 -0.6668330989
0.85625 0.75 -0.7190571073
0.85625 0.8 -0.7735983583
0.85625 0.85 -0.8299522299
0.85625 0.9 -0.8874832477
0.85625 0.95 -0.945375739
0.85625 1 -1.002580027
0.85625 1.05 -1.05776588
0.85625 1.1 -1.109304674
0.85625 1.15 -1.155311913
0.85625 1.2 -1.193783925
0.85625 1.25 -1.222843384
0.85625 1.3 -1.241059455
0.85625 1.35 -1.247746715
0.85625 1.4 -1.243120243
0.85625 1.45 -1.228233291
0.85625 1.5 -1.204727066
0.85625 1.55 -1.174502923
0.85625 1.6 -1.13943257
0.85625 1.65 -1.101169118
0.85625 1.7 -1.061062978
0.85625 1.75 -1.020154081
0.85625 1.8 -0.9792062147
0.85625 1.85 -0.9387573743
0.85625 1.9 -0.8991707442
0.85625 1.95 -0.8606791721
0.85625 2 -0.8234209893
0.9125 -2 0.4592148691
0.9125 -1.95 0.4417915825
0.9125 -1.9 0.423758558
0.9125 -1.85 0.4050793708
0.9125 -1.8 0.3857151331
0.9125 -1.75 0.3656244295
0.9125 -1.7 0.3447633031
0.9125 -1.65 0.3230853146
0.9125 -1.6 0.3005417096
0.9125 -1.55 0.2770817395
0.9125 -1.5 0.252653199
0.9125 -1.45 0.2272032672
0.9125 -1.4 0.2006797678
0.9125 -1.35 0.1730330049
0.9125 -1.3 0.1442183805
0.9125 -1.25 0.1142000663
0.9125 -1.2 0.08295607406
0.9125 -1.15 0.05048515399
0.9125 -1.1 0.01681602357
0.9125 -1.05 -0.01798053476
0.9125 -1 -0.05377623323
0.9125 -0.95 -0.09036629013
0.9125 -0.9 -0.1274473256
0.9125 -0.85 -0.1645938025
0.9125 -0.8 -0.2012367071
0.9125 -0.75 -0.2366510413
0.9125 -0.7 -0.2699619057
0.9125 -0.65 -0.3001809638
0.9125 -0.6 -0.3262831485
0.9125 -0.55 -0.3473246108
0.9125 -0.5 -0.3625867458
0.9125 -0.45 -0.3717133502
0.9125 -0.4 -0.3748000091
0.9125 -0.35 -0.3724060505
0.9125 -0.3 -0.3654867654
0.9125 -0.25 -0.3552709704
0.9125 -0.2 -0.3431205726
0.9125 -0.15 -0.3304022499
0.9125 -0.1 -0.3183867508
0.9125 -0.05 -0.3081796009
0.9125 0 -0.3006818932
0.9125 0.05 -0.2965786757
0.9125 0.1 -0.2963512558
0.9125 0.15 -0.3003070036
0.9125 0.2 -0.3086173632
0.9125 0.25 -0.3213541803
0.9125 0.3 -0.3385171364
0.9125 0.35 -0.3600498849
0.9125 0.4 -0.3858470819
0.9125 0.45 -0.4157569101
0.9125 0.5 -0.4495833096
0.9125 0.55 -0.4870898517
0.9125 0.6 -0.5280046132
0.9125 0.65 -0.5720237672
0.9125 0.7 -0.6188112374
0.9125 0.75 -0.6679922744
0.9125 0.8 -0.7191396557
0.9125 0.85 -0.7717520894
0.9125 0.9 -0.8252253899
0.9125 0.95 -0.8788184893
0.9125 1 -0.931618876
0.9125 1.05 -0.9825160512
0.9125 1.1 -1.030196794
0.9125 1.15 -1.073180611
0.9125 1.2 -1.109913389
0.9125 1.25 -1.138926015
0.9125 1.3 -1.159039473
0.9125 1.35 -1.16956616
0.9125 1.4 -1.17043937
0.9125 1.45 -1.162219464
0.9125 1.5 -1.1459737
0.9125 1.55 -1.123077152
0.9125 1.6 -1.095002826
0.9125 1.65 -1.063154205
0.9125 1.7 -1.028762079
0.9125 1.75 -0.9928409887
0.9125 1.8 -0.9561879257
0.9125 1.85 -0.919404812
0.9125 1.9 -0.8829306696
0.9125 1.95 -0.8470748213
0.9125 2 -0.8120467417
0.96875 -2 0.4486419315
0.96875 -1.95 0.4308700085
0.96875 -1.9 0.4124673826
0.96875 -1.85 0.393395993
0.96875 -1.8 0.3736151989
0.96875 -1.75 0.3530817207
0.96875 -1.7 0.3317496376
0.96875 -1.65 0.3095704705
0.96875 -1.6 0.2864933885
0.96875 -1.55 0.2624655925
0.96875 -1.5 0.2374329496
0.96875 -1.45 0.211340978
0.96875 -1.4 0.1841363208
0.96875 -1.35 0.1557688897
0.96875 -1.3 0.126194927
0.96875 -1.25 0.09538130568
0.96875 -1.2 0.06331148086
0.96875 -1.15 0.02999360409
0.96875 -1.1 -0.004528603629
0.96875 -1.05 -0.0401615913
0.96875 -1 -0.07674380652
0.96875 -0.95 -0.1140234729
0.96875 -0.9 -0.1516330583
0.96875 -0.85 -0.1890628469
0.96875 -0.8 -0.2256387357
0.96875 -0.75 -0.2605130675
0.96875 -0.7 -0.2926810685
0.96875 -0.65 -0.3210369011
0.96875 -0.6 -0.3444786566
0.96875 -0.55 -0.3620574869
0.96875 -0.5 -0.373144201
0.96875 -0.45 -0.3775674543
0.96875 -0.4 -0.3756765813
0.96875 -0.35 -0.3683063952
0.96875 -0.3 -0.3566589542
0.96875 -0.25 -0.3421446743
0.96875 -0.2 -0.326227607
0.96875 -0.15 -0.310302664
0.96875 -0.1 -0.2956122745
0.96875 -0.05 -0.283197984
0.96875 0 -0.2738799513
0.96875 0.05 -0.2682590621
0.96875 0.1 -0.2667374291
0.96875 0.15 -0.2695516972
0.96875 0.2 -0.2768113799
0.96875 0.25 -0.2885339298
0.96875 0.3 -0.3046705812
0.96875 0.35 -0.3251212542
0.96875 0.4 -0.3497408846
0.96875 0.45 -0.3783416226
0.96875 0.5 -0.4106948845
0.96875 0.55 -0.4465350774
0.96875 0.6 -0.4855644172
0.96875 0.65 -0.5274567865
0.96875 0.7 -0.5718583191
0.96875 0.75 -0.6183829763
0.96875 0.8 -0.6666022713
0.96875 0.85 -0.71602919
0.96875 0.9 -0.7660972603
0.96875 0.95 -0.8161368678
0.96875 1 -0.8653526083
0.96875 1.05 -0.9128078484
0.96875 1.1 -0.9574254646
0.96875 1.15 -0.9980157885
0.96875 1.2 -1.033341861
0.96875 1.25 -1.062225392
0.96875 1.3 -1.083683056
0.96875 1.35 -1.097065459
0.96875 1.4 -1.102159623
0.96875 1.45 -1.099220536
0.96875 1.5 -1.088920093
0.96875 1.55 -1.072231198
0.96875 1.6 -1.050284136
0.96875 1.65 -1.024232909
0.96875 1.7 -0.9951555015
0.96875 1.75 -0.9639948967
0.96875 1.8 -0.931535423
0.96875 1.85 -0.8984038271
0.96875 1.9 -0.8650845397
0.96875 1.95 -0.8319410916
0.96875 2 -0.7992385405
1.025 -2 0.4379137809
1.025 -1.95 0.4197853805
1.025 -1.9 0.4010047627
1.025 -1.85 0.3815321991
1.025 -1.8 0.3613252694
1.025 -1.75 0.3403388104
1.025 -1.7 0.3185249312
1.025 -1.65 0.2958331267
1.025 -1.6 0.2722105334
1.025 -1.55 0.2476023912
1.025 -1.5 0.2219527949
1.025 -1.45 0.1952058543
1.025 -1.4 0.1673074238
1.025 -1.35 0.1382076164
1.025 -1.3 0.1078643954
1.025 -1.25 0.0762486237
1.025 -1.2 0.0433510625
1.025 -1.15 0.009191924185
1.025 -1.1 -0.02616632013
1.025 -1.05 -0.06260216103
1.025 -1 -0.09991375364
1.025 -0.95 -0.1377931113
1.025 -0.9 -0.1757970263
1.025 -0.85 -0.2133182201
1.025 -0.8 -0.2495637915
1.025 -0.75 -0.2835526136
1.025 -0.7 -0.3141473616
1.025 -0.65 -0.340136739
1.025 -0.6 -0.3603742556
1.025 -0.55 -0.3739588873
1.025 -0.5 -0.3804158895
1.025 -0.45 -0.3798195906
1.025 -0.4 -0.3728117226
1.025 -0.35 -0.3605085629
1.025 -0.3 -0.3443340111
1.025 -0.25 -0.3258357327
1.025 -0.2 -0.3065304338
1.025 -0.15 -0.2877977248
1.025 -0.1 -0.2708197129
1.025 -0.05 -0.2565543001
1.025 0 -0.2457314003
1.025 0.05 -0.2388658353
1.025 0.1 -0.2362832716
1.025 0.15 -0.2381549533
1.025 0.2 -0.2445350211
1.025 0.25 -0.2553935666
1.025 0.3 -0.2706405029
1.025 0.35 -0.2901390782
1.025 0.4 -0.313711468
1.025 0.45 -0.3411406896
1.025 0.5 -0.3721725723
1.025 0.55 -0.4065194637
1.025 0.6 -0.4438651242
1.025 0.65 -0.4838689353
1.025 0.7 -0.5261673641
1.025 0.75 -0.5703712399
1.025 0.8 -0.6160582839
1.025 0.85 -0.6627611831
1.025 0.9 -0.7099522767
1.025 0.95 -0.7570267756
1.025 1 -0.8032875384
1.025 1.05 -0.8479358434
1.025 1.1 -0.8900740982
1.025 1.15 -0.928727334
1.025 1.2 -0.9628894234
1.025 1.25 -0.9915958669
1.025 1.3 -1.014017154
1.025 1.35 -1.029556824
1.025 1.4 -1.037930937
1.025 1.45 -1.039206216
1.025 1.5 -1.033784696
1.025 1.55 -1.022339442
1.025 1.6 -1.00572019
1.025 1.65 -0.9848531589
1.025 1.7 -0.9606550395
1.025 1.75 -0.933971727
1.025 1.8 -0.9055432428
1.025 1.85 -0.8759904154
1.025 1.9 -0.8458167147
1.025 1.95 -0.8154189584
1.025 2 -0.7851020678
1.08125 -2 0.4270274839
1.08125 -1.95 0.4085345849
1.08125 -1.9 0.3893673994
1.08125 -1.85 0.3694845039
1.08125 -1.8 0.3488416767
1.08125 -1.75 0.3273918599
1.08125 -1.7 0.305085198
1.08125 -1.65 0.2818691897
1.08125 -1.6 0.2576890067
1.08125 -1.55 0.2324880502
1.08125 -1.5 0.2062088457
1.08125 -1.45 0.1787944142
1.08125 -1.4 0.1501903089
1.08125 -1.35 0.1203475721
1.08125 -1.3 0.08922695879
1.08125 -1.25 0.05680487769
1.08125 -1.2 0.02308163051
1.08125 -1.15 -0.01190733784
1.08125 -1.1 -0.04807636834
1.08125 -1.05 -0.08526989968
1.08125 -1 -0.1232376456
1.08125 -0.95 -0.1616049232
1.08125 -0.9 -0.1998401279
1.08125 -0.85 -0.2372243989
1.08125 -0.8 -0.2728331203
1.08125 -0.75 -0.3055443448
1.08125 -0.7 -0.3340928969
1.08125 -0.65 -0.3571856934
1.08125 -0.6 -0.3736779242
1.08125 -0.55 -0.3827808231
1.08125 -0.5 -0.3842421862
1.08125 -0.45 -0.3784335875
1.08125 -0.4 -0.3663082508
1.08125 -0.35 -0.3492472192
1.08125 -0.3 -0.3288534592
1.08125 -0.25 -0.3067588633
1.08125 -0.2 -0.2844834767
1.08125 -0.15 -0.2633539426
1.08125 -0.1 -0.2444680543
1.08125 -0.05 -0.2286880309
1.08125 0 -0.2166502475
1.08125 0.05 -0.2087857075
1.08125 0.1 -0.2053489101
1.08125 0.15 -0.2064523458
1.08125 0.2 -0.2121018479
1.08125 0.25 -0.2222271642
1.08125 0.3 -0.2367036722
1.08125 0.35 -0.2553644533
1.08125 0.4 -0.2780051607
1.08125 0.45 -0.3043856969
1.08125 0.5 -0.3342321716
1.08125 0.55 -0.3672406711
1.08125 0.6 -0.4030822982
1.08125 0.65 -0.4414077398
1.08125 0.7 -0.4818495034
1.08125 0.75 -0.524020581
1.08125 0.8 -0.567509159
1.08125 0.85 -0.6118697777
1.08125 0.9 -0.6566120018
1.08125 0.95 -0.7011882828
1.08125 1 -0.7449834092
1.08125 1.05 -0.7873087691
1.08125 1.1 -0.8274054546
1.08125 1.15 -0.8644605983
1.08125 1.2 -0.8976405918
1.08125 1.25 -0.9261422677
1.08125 1.3 -0.9492584794
1.08125 1.35 -0.9664486423
1.08125 1.4 -0.9773999831
1.08125 1.45 -0.9820644315
1.08125 1.5 -0.980660957
1.08125 1.55 -0.973642437
1.08125 1.6 -0.96163583
1.08125 1.65 -0.945370252
1.08125 1.7 -0.9256076712
1.08125 1.75 -0.9030866237
1.08125 1.8 -0.8784834843
1.08125 1.85 -0.8523908919
1.08125 1.9 -0.8253100518
1.08125 1.95 -0.7976526933
1.08125 2 -0.7697487886
1.1375 -2 0.4159801305
1.1375 -1.95 0.3971145366
1.1375 -1.9 0.3775520303
1.1375 -1.85 0.3572494693
1.1375 -1.8 0.336160816
1.1375 -1.75 0.3142371165
1.1375 -1.7 0.2914265691
1.1375 -1.65 0.2676747268
1.1375 -1.6 0.2429248918
1.1375 -1.55 0.2171187891
1.1375 -1.5 0.1901976345
1.1375 -1.45 0.1621037595
1.1375 -1.4 0.1327830161
1.1375 -1.35 0.1021882634
1.1375 -1.3 0.0702843431
1.1375 -1.25 0.03705507876
1.1375 -1.2 0.002512981773
1.1375 -1.15 -0.03328750573
1.1375 -1.1 -0.07023230972
1.1375 -1.05 -0.1081247148
1.1375 -1 -0.1466566406
1.1375 -0.95 -0.18537496
1.1375 -0.9 -0.2236459761
1.1375 -0.85 -0.26062523
1.1375 -0.8 -0.2952455673
1.1375 -0.75 -0.326242421
1.1375 -0.7 -0.3522374419
1.1375 -0.65 -0.3718931049
1.1375 -0.6 -0.3841262208
1.1375 -0.55 -0.3883320987
1.1375 -0.5 -0.3845445601
1.1375 -0.45 -0.3734667988
1.1375 -0.4 -0.3563588964
1.1375 -0.35 -0.3348287871
1.1375 -0.3 -0.3106035856
1.1375 -0.25 -0.2853444107
1.1375 -0.2 -0.2605306035
1.1375 -0.15 -0.2374066298
1.1375 -0.1 -0.2169704566
1.1375 -0.05 -0.1999834323
1.1375 0 -0.1869898705
1.1375 0.05 -0.1783421158
1.1375 0.1 -0.1742302921
1.1375 0.15 -0.174715355
1.1375 0.2 -0.1797618811
1.1375 0.25 -0.189265935
1.1375 0.3 -0.2030745906
1.1375 0.35 -0.2209965947
1.1375 0.4 -0.2428065551
1.1375 0.45 -0.2682464252
1.1375 0.5 -0.2970274986
1.1375 0.55 -0.328834288
1.1375 0.6 -0.3633297381
1.1375 0.65 -0.4001601285
1.1375 0.7 -0.4389579572
1.1375 0.75 -0.4793417116
1.1375 0.8 -0.5209122506
1.1375 0.85 -0.563246247
1.1375 0.9 -0.6058876876
1.1375 0.95 -0.6483388849
1.1375 1 -0.6900529035
1.1375 1.05 -0.7304297857
1.1375 1.1 -0.7688193776
1.1375 1.15 -0.8045336614
1.1375 1.2 -0.8368709289
1.1375 1.25 -0.8651524758
1.1375 1.3 -0.888769645
1.1375 1.35 -0.9072354324
1.1375 1.4 -0.920231701
1.1375 1.45 -0.9276419455
1.1375 1.5 -0.9295616897
1.1375 1.55 -0.9262837124
1.1375 1.6 -0.9182615455
1.1375 1.65 -0.906059533
1.1375 1.7 -0.8902994934
1.1375 1.75 -0.8716126221
1.1375 1.8 -0.8506019797
1.1375 1.85 -0.8278173634
1.1375 1.9 -0.8037416601
1.1375 1.95 -0.7787863231
1.1375 2 -0.7532932093
1.19375 -2 0.4047688395
1.19375 -1.95 0.3855221861
1.19375 -1.9 0.3655554378
1.19375 -1.85 0.3448237164
1.19375 -1.8 0.3232791613
1.19375 -1.75 0.3008709328
1.19375 -1.7 0.2775453192
1.19375 -1.65 0.2532460011
1.19375 -1.6 0.2279145405
1.19375 -1.55 0.2014911962
1.19375 -1.5 0.1739162006
1.19375 -1.45 0.1451316895
1.19375 -1.4 0.1150845476
1.19375 -1.35 0.08373052594
1.19375 -1.3 0.05104011124
1.19375 -1.25 0.0170067779
1.19375 -1.2 -0.01834157906
1.19375 -1.15 -0.05492707434
1.19375 -1.1 -0.09260110103
1.19375 -1.05 -0.1311175827
1.19375 -1 -0.1701000453
1.19375 -0.95 -0.209004009
1.19375 -0.9 -0.2470794319
1.19375 -0.85 -0.2833432079
1.19375 -0.8 -0.3165786369
1.19375 -0.75 -0.3453847338
1.19375 -0.7 -0.3682971092
1.19375 -0.65 -0.3839857376
1.19375 -0.6 -0.3915001021
1.19375 -0.55 -0.3904921033
1.19375 -0.5 -0.3813319031
1.19375 -0.45 -0.3650654054
1.19375 -0.4 -0.3432308111
1.19375 -0.35 -0.3176088496
1.19375 -0.3 -0.2899908176
1.19375 -0.25 -0.2620160542
1.19375 -0.2 -0.2350877504
1.19375 -0.15 -0.210348285
1.19375 -0.1 -0.1886880622
1.19375 -0.05 -0.1707678874
1.19375 0 -0.1570448947
1.19375 0.05 -0.1477997129
1.19375 0.1 -0.1431655725
1.19375 0.15 -0.1431591308
1.19375 0.2 -0.1477103967
1.19375 0.25 -0.156687852
1.19375 0.3 -0.1699158406
1.19375 0.35 -0.1871839001
1.19375 0.4 -0.2082503275
1.19375 0.45 -0.2328435122
1.19375 0.5 -0.2606639966
1.19375 0.55 -0.2913884875
1.19375 0.6 -0.3246752456
1.19375 0.65 -0.3601692849
1.19375 0.7 -0.3975057864
1.19375 0.75 -0.4363107396
1.19375 0.8 -0.4761986027
1.19375 0.85 -0.5167674335
1.19375 0.9 -0.5575924139
1.19375 0.95 -0.5982190173
1.19375 1 -0.6381573556
1.19375 1.05 -0.676879502
1.19375 1.1 -0.7138217876
1.19375 1.15 -0.7483940605
1.19375 1.2 -0.7799974503
1.19375 1.25 -0.8080510973
1.19375 1.3 -0.8320264941
1.19375 1.35 -0.8514857931
1.19375 1.4 -0.8661183215
1.19375 1.45 -0.8757685155
1.19375 1.5 -0.8804493334
1.19375 1.55 -0.880337998
1.19375 1.6 -0.8757548399
1.19375 1.65 -0.867129639
1.19375 1.7 -0.8549619463
1.19375 1.75 -0.8397819219
1.19375 1.8 -0.8221166716
1.19375 1.85 -0.8024647866
1.19375 1.9 -0.7812796593
1.19375 1.95 -0.7589606466
1.19375 2 -0.7358503949
1.25 -2 0.3933907646
1.25 -1.95 0.3737545271
1.25 -1.9 0.35337446
1.25 -1.85 0.3322039384
1.25 -1.8 0.3101932824
1.25 -1.75 0.2872897906
1.25 -1.7 0.2634378972
1.25 -1.65 0.2385795125
1.25 -1.6 0.2126546275
1.25 -1.55 0.185602301
1.25 -1.5 0.1573621875
1.25 -1.45 0.1278768331
1.25 -1.4 0.0970950464
1.25 -1.35 0.06497676619
1.25 -1.3 0.03149999119
1.25 -1.25 -0.003329490073
1.25 -1.2 -0.0394646425
1.25 -1.15 -0.07679891661
1.25 -1.1 -0.1151420649
1.25 -1.05 -0.1541892644
1.25 -1 -0.1934838193
1.25 -0.95 -0.2323760721
1.25 -0.9 -0.2699854956
1.25 -0.85 -0.3051795971
1.25 -0.8 -0.336591085
1.25 -0.75 -0.3626993594
1.25 -0.7 -0.3819954333
1.25 -0.65 -0.3932224323
1.25 -0.6 -0.3956395416
1.25 -0.55 -0.3892200512
1.25 -0.5 -0.3746998768
1.25 -0.45 -0.3534527631
1.25 -0.4 -0.3272457374
1.25 -0.35 -0.2979691307
1.25 -0.3 -0.267420264
1.25 -0.25 -0.237173944
1.25 -0.2 -0.2085317723
1.25 -0.15 -0.1825229076
1.25 -0.1 -0.1599288461
1.25 -0.05 -0.1413141927
1.25 0 -0.1270559277
1.25 0.05 -0.1173707754
1.25 0.1 -0.1123426393
1.25 0.15 -0.1119507645
1.25 0.2 -0.1160967148
1.25 0.25 -0.124626831
1.25 0.3 -0.1373476141
1.25 0.35 -0.1540338271
1.25 0.4 -0.174431504
1.25 0.45 -0.1982591621
1.25 0.5 -0.2252099448
1.25 0.55 -0.2549557713
1.25 0.6 -0.2871528937
1.25 0.65 -0.321447349
1.25 0.7 -0.357478801
1.25 0.75 -0.3948818648
1.25 0.8 -0.4332847417
1.25 0.85 -0.4723056086
1.25 0.9 -0.511547601
1.25 0.95 -0.550593477
1.25 1 -0.5890012192
1.25 1.05 -0.6263019606
1.25 1.1 -0.6620016988
1.25 1.15 -0.6955881978
1.25 1.2 -0.7265441371
1.25 1.25 -0.7543668312
1.25 1.3 -0.7785936627
1.25 1.35 -0.7988308776
1.25 1.4 -0.8147819566
1.25 1.45 -0.8262709259
