alpha beta logL
-1.125 -0.75 0.7994348224
-1.083333333 -0.75 0.7994710923
-1.041666667 -0.75 0.7998633491
-1 -0.75 0.800569667
-0.9583333333 -0.75 0.8015499972
-0.9166666667 -0.75 0.8027663256
-0.875 -0.75 0.8041827791
-0.8333333333 -0.75 0.8057656861
-0.7916666667 -0.75 0.8074835993
-0.75 -0.75 0.8093072847
-0.7083333333 -0.75 0.8112096856
-0.6666666667 -0.75 0.8131658641
-0.625 -0.75 0.8151529283
-0.5833333333 -0.75 0.8171499463
-0.5416666667 -0.75 0.8191378533
-0.5 -0.75 0.821099354
-0.4583333333 -0.75 0.8230188223
-0.4166666667 -0.75 0.8248822021
-0.375 -0.75 0.8266769094
-0.3333333333 -0.75 0.8283917385
-0.2916666667 -0.75 0.8300167718
-0.25 -0.75 0.8315432956
-0.2083333333 -0.75 0.8329637216
-0.1666666667 -0.75 0.8342715146
-0.125 -0.75 0.835461127
-0.08333333333 -0.75 0.8365279397
-0.04166666667 -0.75 0.8374682104
0 -0.75 0.8382790279
0.04166666667 -0.75 0.8389582747
0.08333333333 -0.75 0.8395045941
0.125 -0.75 0.8399173665
0.1666666667 -0.75 0.8401966901
0.2083333333 -0.75 0.8403433697
0.25 -0.75 0.8403589104
0.2916666667 -0.75 0.8402455192
0.3333333333 -0.75 0.8400061113
0.375 -0.75 0.8396443231
0.4166666667 -0.75 0.8391645315
0.4583333333 -0.75 0.8385718781
0.5 -0.75 0.8378723
0.5416666667 -0.75 0.8370725656
0.5833333333 -0.75 0.8361803159
0.625 -0.75 0.8352041106
0.6666666667 -0.75 0.8341534793
0.7083333333 -0.75 0.8330389766
0.75 -0.75 0.8318722409
0.7916666667 -0.75 0.8306660568
0.8333333333 -0.75 0.8294344187
0.875 -0.75 0.8281925968
0.9166666667 -0.75 0.8269572019
0.9583333333 -0.75 0.8257462492
1 -0.75 0.8245792189
1.041666667 -0.75 0.8234771107
1.083333333 -0.75 0.8224624914
1.125 -0.75 0.8215595312
1.166666667 -0.75 0.8207940269
1.208333333 -0.75 0.8201934082
1.25 -0.75 0.8197867235
-1.25 -0.7083333333 0.7599318391
-1.208333333 -0.7083333333 0.7579446664
-1.166666667 -0.7083333333 0.7564993575
-1.125 -0.7083333333 0.7555485066
-1.083333333 -0.7083333333 0.7550453772
-1.041666667 -0.7083333333 0.7549443228
-1 -0.7083333333 0.7552011373
-0.9583333333 -0.7083333333 0.7557733375
-0.9166666667 -0.7083333333 0.7566203807
-0.875 -0.7083333333 0.757703823
-0.8333333333 -0.7083333333 0.7589874253
-0.7916666667 -0.7083333333 0.7604372121
-0.75 -0.7083333333 0.7620214922
-0.7083333333 -0.7083333333 0.763710845
-0.6666666667 -0.7083333333 0.7654780811
-0.625 -0.7083333333 0.7672981811
-0.5833333333 -0.7083333333 0.7691482194
-0.5416666667 -0.7083333333 0.7710072755
-0.5 -0.7083333333 0.7728563384
-0.4583333333 -0.7083333333 0.7746782065
-0.4166666667 -0.7083333333 0.7764573858
-0.375 -0.7083333333 0.7781799887
-0.3333333333 -0.7083333333 0.7798336356
-0.2916666667 -0.7083333333 0.7814073598
-0.25 -0.7083333333 0.782891518
-0.2083333333 -0.7083333333 0.7842777058
-0.1666666667 -0.7083333333 0.7855586805
-0.125 -0.7083333333 0.7867282898
-0.08333333333 -0.7083333333 0.787781408
-0.04166666667 -0.7083333333 0.7887138798
0 -0.7083333333 0.7895224704
0.04166666667 -0.7083333333 0.790204824
0.08333333333 -0.7083333333 0.7907594289
0.125 -0.7083333333 0.79118559
0.1666666667 -0.7083333333 0.7914834086
0.2083333333 -0.7083333333 0.7916537689
0.25 -0.7083333333 0.7916983315
0.2916666667 -0.7083333333 0.791619534
0.3333333333 -0.7083333333 0.791420598
0.375 -0.7083333333 0.7911055425
0.4166666667 -0.7083333333 0.7906792038
0.4583333333 -0.7083333333 0.790147262
0.5 -0.7083333333 0.7895162728
0.5416666667 -0.7083333333 0.7887937055
0.5833333333 -0.7083333333 0.7879879867
0.625 -0.7083333333 0.7871085483
0.6666666667 -0.7083333333 0.7861658811
0.7083333333 -0.7083333333 0.7851715918
0.75 -0.7083333333 0.7841384635
0.7916666667 -0.7083333333 0.7830805188
0.8333333333 -0.7083333333 0.7820130844
0.875 -0.7083333333 0.7809528552
0.9166666667 -0.7083333333 0.7799179578
0.9583333333 -0.7083333333 0.7789280103
1 -0.7083333333 0.7780041763
1.041666667 -0.7083333333 0.7771692124
1.083333333 -0.7083333333 0.7764475032
1.125 -0.7083333333 0.7758650844
1.166666667 -0.7083333333 0.7754496475
1.208333333 -0.7083333333 0.7752305241
1.25 -0.7083333333 0.7752386457
-1.25 -0.6666666667 0.7161458322
-1.208333333 -0.6666666667 0.7133591001
-1.166666667 -0.6666666667 0.7111710601
-1.125 -0.6666666667 0.7095332634
-1.083333333 -0.6666666667 0.7083974372
-1.041666667 -0.6666666667 0.707715993
-1 -0.6666666667 0.7074424625
-0.9583333333 -0.6666666667 0.70753186
-0.9166666667 -0.6666666667 0.7079409743
-0.875 -0.6666666667 0.7086285932
-0.8333333333 -0.6666666667 0.7095556671
-0.7916666667 -0.6666666667 0.7106854171
-0.75 -0.6666666667 0.711983396
-0.7083333333 -0.6666666667 0.7134175083
-0.6666666667 -0.6666666667 0.7149579957
-0.625 -0.6666666667 0.7165773966
-0.5833333333 -0.6666666667 0.7182504823
-0.5416666667 -0.6666666667 0.7199541785
-0.5 -0.6666666667 0.7216674745
-0.4583333333 -0.6666666667 0.7233713252
-0.4166666667 -0.6666666667 0.7250485489
-0.375 -0.6666666667 0.7266837234
-0.3333333333 -0.6666666667 0.7282630839
-0.2916666667 -0.6666666667 0.7297744233
-0.25 -0.6666666667 0.7312069966
-0.2083333333 -0.6666666667 0.732551431
-0.1666666667 -0.6666666667 0.7337996426
-0.125 -0.6666666667 0.7349447594
-0.08333333333 -0.6666666667 0.7359810518
-0.04166666667 -0.6666666667 0.7369038712
0 -0.6666666667 0.7377095957
0.04166666667 -0.6666666667 0.7383955841
0.08333333333 -0.6666666667 0.7389601374
0.125 -0.6666666667 0.7394024687
0.1666666667 -0.6666666667 0.73972268
0.2083333333 -0.6666666667 0.7399217476
0.25 -0.6666666667 0.740001514
0.2916666667 -0.6666666667 0.7399646884
0.3333333333 -0.6666666667 0.7398148529
0.375 -0.6666666667 0.7395564772
0.4166666667 -0.6666666667 0.7391949395
0.4583333333 -0.6666666667 0.7387365535
0.5 -0.6666666667 0.7381886029
0.5416666667 -0.6666666667 0.7375593806
0.5833333333 -0.6666666667 0.736858235
0.625 -0.6666666667 0.7360956195
0.6666666667 -0.6666666667 0.7352831481
0.7083333333 -0.6666666667 0.7344336539
0.75 -0.6666666667 0.7335612503
0.7916666667 -0.6666666667 0.7326813943
0.8333333333 -0.6666666667 0.7318109493
0.875 -0.6666666667 0.7309682475
0.9166666667 -0.6666666667 0.7301731482
0.9583333333 -0.6666666667 0.7294470908
1 -0.6666666667 0.7288131403
1.041666667 -0.6666666667 0.7282960211
1.083333333 -0.6666666667 0.7279221371
1.125 -0.6666666667 0.7277195744
1.166666667 -0.6666666667 0.7277180814
1.208333333 -0.6666666667 0.7279490249
1.25 -0.6666666667 0.7284453155
-1.25 -0.625 0.6704523016
-1.208333333 -0.625 0.6667333365
-1.166666667 -0.625 0.6636756697
-1.125 -0.625 0.6612303786
-1.083333333 -0.625 0.6593480707
-1.041666667 -0.625 0.657979488
-1 -0.625 0.6570760405
-0.9583333333 -0.625 0.6565902642
-0.9166666667 -0.625 0.6564762025
-0.875 -0.625 0.6566897141
-0.8333333333 -0.625 0.6571887099
-0.7916666667 -0.625 0.6579333261
-0.75 -0.625 0.6588860397
-0.7083333333 -0.625 0.6600117344
-0.6666666667 -0.625 0.6612777228
-0.625 -0.625 0.6626537339
-0.5833333333 -0.625 0.664111872
-0.5416666667 -0.625 0.6656265529
-0.5 -0.625 0.6671744234
-0.4583333333 -0.625 0.6687342689
-0.4166666667 -0.625 0.6702869137
-0.375 -0.625 0.6718151167
-0.3333333333 -0.625 0.673303466
-0.2916666667 -0.625 0.6747382756
-0.25 -0.625 0.6761074843
-0.2083333333 -0.625 0.6774005599
-0.1666666667 -0.625 0.6786084095
-0.125 -0.625 0.6797232963
-0.08333333333 -0.625 0.6807387641
-0.04166666667 -0.625 0.6816495695
0 -0.625 0.682451623
0.04166666667 -0.625 0.6831419376
0.08333333333 -0.625 0.6837185863
0.125 -0.625 0.6841806684
0.1666666667 -0.625 0.6845282837
0.2083333333 -0.625 0.6847625154
0.25 -0.625 0.6848854208
0.2916666667 -0.625 0.6849000304
0.3333333333 -0.625 0.6848103548
0.375 -0.625 0.6846213992
0.4166666667 -0.625 0.6843391846
0.4583333333 -0.625 0.6839707771
0.5 -0.625 0.683524323
0.5416666667 -0.625 0.6830090903
0.5833333333 -0.625 0.6824355157
0.625 -0.625 0.6818152568
0.6666666667 -0.625 0.6811612478
0.7083333333 -0.625 0.6804877589
0.75 -0.625 0.6798104567
0.7916666667 -0.625 0.6791464658
0.8333333333 -0.625 0.6785144285
0.875 -0.625 0.6779345611
0.9166666667 -0.625 0.6774287048
0.9583333333 -0.625 0.6770203678
1 -0.625 0.6767347562
1.041666667 -0.625 0.6765987897
1.083333333 -0.625 0.6766410994
1.125 -0.625 0.6768920022
1.166666667 -0.625 0.6773834494
1.208333333 -0.625 0.6781489442
1.25 -0.625 0.6792234243
-1.25 -0.5833333333 0.6227662451
-1.208333333 -0.5833333333 0.6179555598
-1.166666667 -0.5833333333 0.6138745398
-1.125 -0.5833333333 0.610474667
-1.083333333 -0.5833333333 0.6077061213
-1.041666667 -0.5833333333 0.6055184852
-1 -0.5833333333 0.6038613853
-0.9583333333 -0.5833333333 0.6026850595
-0.9166666667 -0.5833333333 0.6019408465
-0.875 -0.5833333333 0.6015815952
-0.8333333333 -0.5833333333 0.6015619955
-0.7916666667 -0.5833333333 0.6018388356
-0.75 -0.5833333333 0.6023711909
-0.7083333333 -0.5833333333 0.6031205519
-0.6666666667 -0.5833333333 0.604050899
-0.625 -0.5833333333 0.6051287314
-0.5833333333 -0.5833333333 0.6063230588
-0.5416666667 -0.5833333333 0.6076053627
-0.5 -0.5833333333 0.6089495328
-0.4583333333 -0.5833333333 0.610331787
-0.4166666667 -0.5833333333 0.6117305782
-0.375 -0.5833333333 0.6131264924
-0.3333333333 -0.5833333333 0.6145021438
-0.2916666667 -0.5833333333 0.6158420677
-0.25 -0.5833333333 0.6171326157
-0.2083333333 -0.5833333333 0.618361854
-0.1666666667 -0.5833333333 0.6195194674
-0.125 -0.5833333333 0.620596669
-0.08333333333 -0.5833333333 0.6215861187
-0.04166666667 -0.5833333333 0.6224818486
0 -0.5833333333 0.6232791975
0.04166666667 -0.5833333333 0.6239747546
0.08333333333 -0.5833333333 0.6245663119
0.125 -0.5833333333 0.6250528262
0.1666666667 -0.5833333333 0.6254343898
0.2083333333 -0.5833333333 0.6257122105
0.25 -0.5833333333 0.625888601
0.2916666667 -0.5833333333 0.6259669761
0.3333333333 -0.5833333333 0.6259518593
0.375 -0.5833333333 0.6258488967
0.4166666667 -0.5833333333 0.6256648797
0.4583333333 -0.5833333333 0.6254077742
0.5 -0.5833333333 0.6250867571
0.5416666667 -0.5833333333 0.6247122586
0.5833333333 -0.5833333333 0.6242960107
0.625 -0.5833333333 0.6238510988
0.6666666667 -0.5833333333 0.623392018
0.7083333333 -0.5833333333 0.6229347307
0.75 -0.5833333333 0.6224967245
0.7916666667 -0.5833333333 0.622097069
0.8333333333 -0.5833333333 0.6217564688
0.875 -0.5833333333 0.6214973099
0.9166666667 -0.5833333333 0.6213436977
0.9583333333 -0.5833333333 0.6213214821
1 -0.5833333333 0.6214582671
1.041666667 -0.5833333333 0.6217834006
1.083333333 -0.5833333333 0.6223279397
1.125 -0.5833333333 0.6231245886
1.166666667 -0.5833333333 0.624207604
1.208333333 -0.5833333333 0.6256126628
1.25 -0.5833333333 0.6273766906
-1.25 -0.5416666667 0.5730210027
-1.208333333 -0.5416666667 0.5669263365
-1.166666667 -0.5416666667 0.5616349453
-1.125 -0.5416666667 0.5571000237
-1.083333333 -0.5416666667 0.5532724149
-1.041666667 -0.5416666667 0.5501014097
-1 -0.5416666667 0.5475354982
-0.9583333333 -0.5416666667 0.5455230588
-0.9166666667 -0.5416666667 0.5440129711
-0.875 -0.5416666667 0.5429551484
-0.8333333333 -0.5416666667 0.5423009858
-0.7916666667 -0.5416666667 0.542003725
-0.75 -0.5416666667 0.5420187406
-0.7083333333 -0.5416666667 0.5423037535
-0.6666666667 -0.5416666667 0.5428189776
-0.625 -0.5416666667 0.5435272101
-0.5833333333 -0.5416666667 0.5443938717
-0.5416666667 -0.5416666667 0.5453870063
-0.5 -0.5416666667 0.5464772471
-0.4583333333 -0.5416666667 0.5476377571
-0.4166666667 -0.5416666667 0.5488441499
-0.375 -0.5416666667 0.5500743967
-0.3333333333 -0.5416666667 0.5513087246
-0.2916666667 -0.5416666667 0.5525295101
-0.25 -0.5416666667 0.5537211712
-0.2083333333 -0.5416666667 0.5548700616
-0.1666666667 -0.5416666667 0.5559643682
-0.125 -0.5416666667 0.556994015
-0.08333333333 -0.5416666667 0.5579505733
-0.04166666667 -0.5416666667 0.558827181
0 -0.5416666667 0.5596184696
0.04166666667 -0.5416666667 0.5603205019
0.08333333333 -0.5416666667 0.5609307183
0.125 -0.5416666667 0.561447894
0.1666666667 -0.5416666667 0.5618721052
0.2083333333 -0.5416666667 0.562204706
0.25 -0.5416666667 0.5624483146
0.2916666667 -0.5416666667 0.562606809
0.3333333333 -0.5416666667 0.5626853319
0.375 -0.5416666667 0.5626903048
0.4166666667 -0.5416666667 0.5626294493
0.4583333333 -0.5416666667 0.5625118171
0.5 -0.5416666667 0.5623478261
0.5416666667 -0.5416666667 0.5621493032
0.5833333333 -0.5416666667 0.5619295313
0.625 -0.5416666667 0.5617033003
0.6666666667 -0.5416666667 0.5614869603
0.7083333333 -0.5416666667 0.5612984751
0.75 -0.5416666667 0.5611574734
0.7916666667 -0.5416666667 0.5610852972
0.8333333333 -0.5416666667 0.5611050414
0.875 -0.5416666667 0.5612415853
0.9166666667 -0.5416666667 0.5615216092
0.9583333333 -0.5416666667 0.5619735942
1 -0.5416666667 0.5626278003
1.041666667 -0.5416666667 0.5635162193
1.083333333 -0.5416666667 0.5646724961
1.125 -0.5416666667 0.5661318166
1.166666667 -0.5416666667 0.5679307561
1.208333333 -0.5416666667 0.570107085
1.25 -0.5416666667 0.5726995294
-1.25 -0.5 0.5211824763
-1.208333333 -0.5 0.5135717901
-1.166666667 -0.5 0.5068418446
-1.125 -0.5 0.5009494393
-1.083333333 -0.5 0.4958477356
-1.041666667 -0.5 0.4914871264
-1 -0.5 0.4878160883
-0.9583333333 -0.5 0.4847819923
-0.9166666667 -0.5 0.4823318529
-0.875 -0.5 0.480413002
-0.8333333333 -0.5 0.4789736789
-0.7916666667 -0.5 0.4779635309
-0.75 -0.5 0.4773340267
-0.7083333333 -0.5 0.4770387839
-0.6666666667 -0.5 0.4770338174
-0.625 -0.5 0.4772777155
-0.5833333333 -0.5 0.4777317537
-0.5416666667 -0.5 0.4783599525
-0.5 -0.5 0.479129091
-0.4583333333 -0.5 0.4800086822
-0.4166666667 -0.5 0.4809709207
-0.375 -0.5 0.4819906066
-0.3333333333 -0.5 0.4830450554
-0.2916666667 -0.5 0.4841139965
-0.25 -0.5 0.485179467
-0.2083333333 -0.5 0.4862257033
-0.1666666667 -0.5 0.4872390346
-0.125 -0.5 0.4882077802
-0.08333333333 -0.5 0.4891221534
-0.04166666667 -0.5 0.4899741723
0 -0.5 0.4907575804
0.04166666667 -0.5 0.491467776
0.08333333333 -0.5 0.4921017527
0.125 -0.5 0.4926580493
0.1666666667 -0.5 0.493136712
0.2083333333 -0.5 0.4935392658
0.25 -0.5 0.4938686973
0.2916666667 -0.5 0.4941294474
0.3333333333 -0.5 0.494327414
0.375 -0.5 0.4944699638
0.4166666667 -0.5 0.4945659525
0.4583333333 -0.5 0.4946257533
0.5 -0.5 0.4946612909
0.5416666667 -0.5 0.4946860822
0.5833333333 -0.5 0.4947152802
0.625 -0.5 0.4947657201
0.6666666667 -0.5 0.4948559656
0.7083333333 -0.5 0.4950063537
0.75 -0.5 0.4952390333
0.7916666667 -0.5 0.4955779972
0.8333333333 -0.5 0.4960491019
0.875 -0.5 0.4966800719
0.9166666667 -0.5 0.497500486
0.9583333333 -0.5 0.4985417378
1 -0.5 0.4998369697
1.041666667 -0.5 0.5014209726
1.083333333 -0.5 0.5033300486
1.125 -0.5 0.5056018319
1.166666667 -0.5 0.5082750646
1.208333333 -0.5 0.5113893245
1.25 -0.5 0.5149847046
-1.25 -0.4583333333 0.4672706161
-1.208333333 -0.4583333333 0.4578642657
-1.166666667 -0.4583333333 0.4494171448
-1.125 -0.4583333333 0.4418923095
-1.083333333 -0.4583333333 0.4352476672
-1.041666667 -0.4583333333 0.4294368634
-1 -0.4583333333 0.424410198
-0.9583333333 -0.4583333333 0.4201155389
-0.9166666667 -0.4583333333 0.4164992028
-0.875 -0.4583333333 0.4135067816
-0.8333333333 -0.4583333333 0.4110838942
-0.7916666667 -0.4583333333 0.4091768526
-0.75 -0.4583333333 0.4077332359
-0.7083333333 -0.4583333333 0.4067023692
-0.6666666667 -0.4583333333 0.40603571
-0.625 -0.4583333333 0.4056871478
-0.5833333333 -0.4583333333 0.405613223
-0.5416666667 -0.4583333333 0.4057732753
-0.5 -0.4583333333 0.4061295306
-0.4583333333 -0.4583333333 0.4066471348
-0.4166666667 -0.4583333333 0.4072941466
-0.375 -0.4583333333 0.4080414959
-0.3333333333 -0.4583333333 0.408862916
-0.2916666667 -0.4583333333 0.4097348581
-0.25 -0.4583333333 0.4106363934
-0.2083333333 -0.4583333333 0.4115491075
-0.1666666667 -0.4583333333 0.4124569933
-0.125 -0.4583333333 0.4133463443
-0.08333333333 -0.4583333333 0.4142056521
-0.04166666667 -0.4583333333 0.4150255109
0 -0.4583333333 0.4157985291
0.04166666667 -0.4583333333 0.4165192517
0.08333333333 -0.4583333333 0.4171840917
0.125 -0.4583333333 0.4177912743
0.1666666667 -0.4583333333 0.4183407906
0.2083333333 -0.4583333333 0.4188343642
0.25 -0.4583333333 0.4192754279
0.2916666667 -0.4583333333 0.4196691121
0.3333333333 -0.4583333333 0.4200222431
0.375 -0.4583333333 0.4203433508
0.4166666667 -0.4583333333 0.4206426855
0.4583333333 -0.4583333333 0.4209322412
0.5 -0.4583333333 0.4212257856
0.5416666667 -0.4583333333 0.4215388939
0.5833333333 -0.4583333333 0.4218889848
0.625 -0.4583333333 0.4222953561
0.6666666667 -0.4583333333 0.422779218
0.7083333333 -0.4583333333 0.4233637195
0.75 -0.4583333333 0.4240739662
0.7916666667 -0.4583333333 0.4249370241
0.8333333333 -0.4583333333 0.4259819061
0.875 -0.4583333333 0.4272395364
0.9166666667 -0.4583333333 0.4287426878
0.9583333333 -0.4583333333 0.4305258874
1 -0.4583333333 0.4326252859
1.041666667 -0.4583333333 0.4350784857
1.083333333 -0.4583333333 0.4379243241
1.125 -0.4583333333 0.4412026087
1.166666667 -0.4583333333 0.4449538025
1.208333333 -0.4583333333 0.4492186598
1.25 -0.4583333333 0.4540378121
-1.25 -0.4166666667 0.4113914167
-1.208333333 -0.4166666667 0.3998542449
-1.166666667 -0.4166666667 0.3893506615
-1.125 -0.4166666667 0.3798535495
-1.083333333 -0.4166666667 0.3713289944
-1.041666667 -0.4166666667 0.3637370882
-1 -0.4166666667 0.3570328306
-0.9583333333 -0.4166666667 0.3511670867
-0.9166666667 -0.4166666667 0.3460875654
-0.875 -0.4166666667 0.3417397833
-0.8333333333 -0.4166666667 0.3380679842
-0.7916666667 -0.4166666667 0.3350159911
-0.75 -0.4166666667 0.3325279737
-0.7083333333 -0.4166666667 0.33054912
-0.6666666667 -0.4166666667 0.3290262066
-0.625 -0.4166666667 0.3279080693
-0.5833333333 -0.4166666667 0.3271459751
-0.5416666667 -0.4166666667 0.3266939051
-0.5 -0.4166666667 0.3265087554
-0.4583333333 -0.4166666667 0.3265504665
-0.4166666667 -0.4166666667 0.3267820924
-0.375 -0.4166666667 0.327169819
-0.3333333333 -0.4166666667 0.3276829422
-0.2916666667 -0.4166666667 0.3282938147
-0.25 -0.4166666667 0.3289777702
-0.2083333333 -0.4166666667 0.3297130315
-0.1666666667 -0.4166666667 0.3304806096
-0.125 -0.4166666667 0.3312641986
-0.08333333333 -0.4166666667 0.3320500702
-0.04166666667 -0.4166666667 0.3328269726
0 -0.4166666667 0.3335860354
0.04166666667 -0.4166666667 0.3343206827
0.08333333333 -0.4166666667 0.3350265569
0.125 -0.4166666667 0.3357014525
0.1666666667 -0.4166666667 0.3363452622
0.2083333333 -0.4166666667 0.3369599345
0.25 -0.4166666667 0.3375494431
0.2916666667 -0.4166666667 0.3381197672
0.3333333333 -0.4166666667 0.3386788821
0.375 -0.4166666667 0.3392367597
0.4166666667 -0.4166666667 0.3398053763
0.4583333333 -0.4166666667 0.3403987272
0.5 -0.4166666667 0.3410328451
0.5416666667 -0.4166666667 0.3417258208
0.5833333333 -0.4166666667 0.3424978224
0.625 -0.4166666667 0.3433711111
0.6666666667 -0.4166666667 0.3443700485
0.7083333333 -0.4166666667 0.345521093
0.75 -0.4166666667 0.3468527791
0.7916666667 -0.4166666667 0.3483956771
0.8333333333 -0.4166666667 0.3501823258
0.875 -0.4166666667 0.3522471352
0.9166666667 -0.4166666667 0.3546262523
0.9583333333 -0.4166666667 0.3573573871
1 -0.4166666667 0.360479593
1.041666667 -0.4166666667 0.3640329981
1.083333333 -0.4166666667 0.3680584874
1.125 -0.4166666667 0.3725973317
1.166666667 -0.4166666667 0.3776907679
1.208333333 -0.4166666667 0.383379532
1.25 -0.4166666667 0.3897033517
-1.25 -0.375 0.3537836555
-1.208333333 -0.375 0.3397187761
-1.166666667 -0.375 0.3267489965
-1.125 -0.375 0.3148615607
-1.083333333 -0.375 0.3040353432
-1.041666667 -0.375 0.2942414142
-1 -0.375 0.2854437805
-0.9583333333 -0.375 0.2776002669
-0.9166666667 -0.375 0.2706634967
-0.875 -0.375 0.2645819278
-0.8333333333 -0.375 0.2593009046
-0.7916666667 -0.375 0.2547636879
-0.75 -0.375 0.250912431
-0.7083333333 -0.375 0.2476890787
-0.6666666667 -0.375 0.2450361707
-0.625 -0.375 0.2428975395
-0.5833333333 -0.375 0.2412188988
-0.5416666667 -0.375 0.2399483227
-0.5 -0.375 0.2390366226
-0.4583333333 -0.375 0.238437628
-0.4166666667 -0.375 0.2381083831
-0.375 -0.375 0.2380092705
-0.3333333333 -0.375 0.2381040722
-0.2916666667 -0.375 0.2383599814
-0.25 -0.375 0.2387475741
-0.2083333333 -0.375 0.2392407512
-0.1666666667 -0.375 0.2398166592
-0.125 -0.375 0.2404555981
-0.08333333333 -0.375 0.2411409212
-0.04166666667 -0.375 0.2418589334
0 -0.375 0.2425987914
0.04166666667 -0.375 0.2433524103
0.08333333333 -0.375 0.2441143768
0.125 -0.375 0.2448818736
0.1666666667 -0.375 0.2456546134
0.2083333333 -0.375 0.2464347852
0.25 -0.375 0.2472270108
0.2916666667 -0.375 0.2480383128
0.3333333333 -0.375 0.2488780913
0.375 -0.375 0.2497581102
0.4166666667 -0.375 0.2506924879
0.4583333333 -0.375 0.251697693
0.5 -0.375 0.2527925412
0.5416666667 -0.375 0.2539981885
0.5833333333 -0.375 0.25533812
0.625 -0.375 0.2568381268
0.6666666667 -0.375 0.2585262694
0.7083333333 -0.375 0.2604328197
0.75 -0.375 0.2625901787
0.7916666667 -0.375 0.2650327631
0.8333333333 -0.375 0.267796856
0.875 -0.375 0.2709204157
0.9166666667 -0.375 0.2744428399
0.9583333333 -0.375 0.2784046795
1 -0.375 0.2828473009
1.041666667 -0.375 0.2878124959
1.083333333 -0.375 0.2933420406
1.125 -0.375 0.2994772062
1.166666667 -0.375 0.3062582297
1.208333333 -0.375 0.3137237519
1.25 -0.375 0.3219102364
-1.25 -0.3333333333 0.2948852506
-1.208333333 -0.3333333333 0.2778331909
-1.166666667 -0.3333333333 0.2619110422
-1.125 -0.3333333333 0.2471256136
-1.083333333 -0.3333333333 0.233474279
-1.041666667 -0.3333333333 0.2209450909
-1 -0.3333333333 0.2095171434
-0.9583333333 -0.3333333333 0.1991611661
-0.9166666667 -0.3333333333 0.1898403159
-0.875 -0.3333333333 0.1815111272
-0.8333333333 -0.3333333333 0.1741245749
-0.7916666667 -0.3333333333 0.1676272015
-0.75 -0.3333333333 0.161962263
-0.7083333333 -0.3333333333 0.1570708515
-0.6666666667 -0.3333333333 0.1528929596
-0.625 -0.3333333333 0.1493684591
-0.5833333333 -0.3333333333 0.1464379747
-0.5416666667 -0.3333333333 0.1440436414
-0.5 -0.3333333333 0.1421297415
-0.4583333333 -0.3333333333 0.1406432229
-0.4166666667 -0.3333333333 0.1395341049
-0.375 -0.3333333333 0.1387557806
-0.3333333333 -0.3333333333 0.1382652292
-0.2916666667 -0.3333333333 0.1380231491
-0.25 -0.3333333333 0.137994026
-0.2083333333 -0.3333333333 0.138146149
-0.1666666667 -0.3333333333 0.1384515848
-0.125 -0.3333333333 0.1388861229
-0.08333333333 -0.3333333333 0.1394291988
-0.04166666667 -0.3333333333 0.1400638049
0 -0.3333333333 0.1407763949
0.04166666667 -0.3333333333 0.1415567869
0.08333333333 -0.3333333333 0.1423980691
0.125 -0.3333333333 0.1432965122
0.1666666667 -0.3333333333 0.1442514886
0.2083333333 -0.3333333333 0.1452654006
0.25 -0.3333333333 0.1463436184
0.2916666667 -0.3333333333 0.1474944245
0.3333333333 -0.3333333333 0.148728967
0.375 -0.3333333333 0.1500612169
0.4166666667 -0.3333333333 0.1515079268
0.4583333333 -0.3333333333 0.1530885904
0.5 -0.3333333333 0.1548253952
0.5416666667 -0.3333333333 0.1567431663
0.5833333333 -0.3333333333 0.1588692964
0.625 -0.3333333333 0.1612336548
0.6666666667 -0.3333333333 0.1638684717
0.7083333333 -0.3333333333 0.1668081908
0.75 -0.3333333333 0.170089285
0.7916666667 -0.3333333333 0.1737500296
0.8333333333 -0.3333333333 0.1778302285
0.875 -0.3333333333 0.1823708894
0.9166666667 -0.3333333333 0.1874138465
0.9583333333 -0.3333333333 0.1930013292
1 -0.3333333333 0.1991754802
1.041666667 -0.3333333333 0.2059778265
1.083333333 -0.3333333333 0.2134487114
1.125 -0.3333333333 0.2216266978
1.166666667 -0.3333333333 0.230547956
1.208333333 -0.3333333333 0.2402456522
1.25 -0.3333333333 0.2507493559
-1.25 -0.2916666667 0.2354232765
-1.208333333 -0.2916666667 0.2148733188
-1.166666667 -0.2916666667 0.1954408911
-1.125 -0.2916666667 0.1771572154
-1.083333333 -0.2916666667 0.1600442108
-1.041666667 -0.2916666667 0.1441139504
-1 -0.2916666667 0.1293683869
-0.9583333333 -0.2916666667 0.115799364
-0.9166666667 -0.2916666667 0.103388913
-0.875 -0.2916666667 0.09210981867
-0.8333333333 -0.2916666667 0.08192642294
-0.7916666667 -0.2916666667 0.07279562433
-0.75 -0.2916666667 0.06466802112
-0.7083333333 -0.2916666667 0.05748914486
-0.6666666667 -0.2916666667 0.05120072996
-0.625 -0.2916666667 0.04574197021
-0.5833333333 -0.2916666667 0.0410507198
-0.5416666667 -0.2916666667 0.03706460517
-0.5 -0.2916666667 0.03372202369
-0.4583333333 -0.2916666667 0.03096301446
-0.4166666667 -0.2916666667 0.02872999485
-0.375 -0.2916666667 0.02696836375
-0.3333333333 -0.2916666667 0.02562697793
-0.2916666667 -0.2916666667 0.02465851226
-0.25 -0.2916666667 0.02401971671
-0.2083333333 -0.2916666667 0.02367158492
-0.1666666667 -0.2916666667 0.02357944881
