alpha beta logL
-0.7083333333 -0.75 1.603323486
-0.6666666667 -0.75 1.603347637
-0.625 -0.75 1.603371518
-0.5833333333 -0.75 1.603394774
-0.5416666667 -0.75 1.603417111
-0.5 -0.75 1.60343829
-0.4583333333 -0.75 1.603458123
-0.4166666667 -0.75 1.603476462
-0.375 -0.75 1.603493194
-0.3333333333 -0.75 1.603508239
-0.2916666667 -0.75 1.603521541
-0.25 -0.75 1.603533065
-0.2083333333 -0.75 1.603542794
-0.1666666667 -0.75 1.603550724
-0.125 -0.75 1.60355686
-0.08333333333 -0.75 1.603561216
-0.04166666667 -0.75 1.603563811
0 -0.75 1.603564669
0.04166666667 -0.75 1.603563815
0.08333333333 -0.75 1.603561278
0.125 -0.75 1.603557088
0.1666666667 -0.75 1.603551276
0.2083333333 -0.75 1.603543877
0.25 -0.75 1.603534931
0.2916666667 -0.75 1.603524482
0.3333333333 -0.75 1.603512584
0.375 -0.75 1.603499301
0.4166666667 -0.75 1.603484709
0.4583333333 -0.75 1.603468904
0.5 -0.75 1.603452004
0.5416666667 -0.75 1.60343415
0.5833333333 -0.75 1.603415517
0.625 -0.75 1.603396316
0.6666666667 -0.75 1.603376802
0.7083333333 -0.75 1.603357278
0.75 -0.75 1.603338103
0.7916666667 -0.75 1.603319702
0.8333333333 -0.75 1.60330257
0.875 -0.75 1.603287283
0.9166666667 -0.75 1.603274506
0.9583333333 -0.75 1.603265004
1 -0.75 1.603259647
1.041666667 -0.75 1.603259427
1.083333333 -0.75 1.603265464
1.125 -0.75 1.603279019
1.166666667 -0.75 1.603301505
1.208333333 -0.75 1.603334498
1.25 -0.75 1.603379753
-1.25 -0.7083333333 1.559139158
-1.208333333 -0.7083333333 1.559079291
-1.166666667 -0.7083333333 1.559035303
-1.125 -0.7083333333 1.559004931
-1.083333333 -0.7083333333 1.558986132
-1.041666667 -0.7083333333 1.558977069
-1 -0.7083333333 1.558976099
-0.9583333333 -0.7083333333 1.558981759
-0.9166666667 -0.7083333333 1.55899275
-0.875 -0.7083333333 1.559007927
-0.8333333333 -0.7083333333 1.559026287
-0.7916666667 -0.7083333333 1.559046955
-0.75 -0.7083333333 1.559069173
-0.7083333333 -0.7083333333 1.559092292
-0.6666666667 -0.7083333333 1.559115757
-0.625 -0.7083333333 1.559139102
-0.5833333333 -0.7083333333 1.559161938
-0.5416666667 -0.7083333333 1.559183944
-0.5 -0.7083333333 1.559204861
-0.4583333333 -0.7083333333 1.559224483
-0.4166666667 -0.7083333333 1.559242648
-0.375 -0.7083333333 1.559259236
-0.3333333333 -0.7083333333 1.559274158
-0.2916666667 -0.7083333333 1.559287354
-0.25 -0.7083333333 1.559298788
-0.2083333333 -0.7083333333 1.559308439
-0.1666666667 -0.7083333333 1.559316302
-0.125 -0.7083333333 1.559322386
-0.08333333333 -0.7083333333 1.559326703
-0.04166666667 -0.7083333333 1.559329274
0 -0.7083333333 1.559330123
0.04166666667 -0.7083333333 1.559329279
0.08333333333 -0.7083333333 1.559326769
0.125 -0.7083333333 1.559322626
0.1666666667 -0.7083333333 1.559316882
0.2083333333 -0.7083333333 1.559309574
0.25 -0.7083333333 1.559300742
0.2916666667 -0.7083333333 1.559290435
0.3333333333 -0.7083333333 1.559278708
0.375 -0.7083333333 1.559265628
0.4166666667 -0.7083333333 1.55925128
0.4583333333 -0.7083333333 1.559235765
0.5 -0.7083333333 1.559219211
0.5416666667 -0.7083333333 1.559201773
0.5833333333 -0.7083333333 1.559183641
0.625 -0.7083333333 1.559165048
0.6666666667 -0.7083333333 1.559146271
0.7083333333 -0.7083333333 1.559127645
0.75 -0.7083333333 1.559109567
0.7916666667 -0.7083333333 1.559092504
0.8333333333 -0.7083333333 1.559077003
0.875 -0.7083333333 1.559063701
0.9166666667 -0.7083333333 1.559053333
0.9583333333 -0.7083333333 1.559046745
1 -0.7083333333 1.559044902
1.041666667 -0.7083333333 1.5590489
1.083333333 -0.7083333333 1.559059981
1.125 -0.7083333333 1.559079541
1.166666667 -0.7083333333 1.559109146
1.208333333 -0.7083333333 1.559150542
1.25 -0.7083333333 1.559205674
-1.25 -0.6666666667 1.511624692
-1.208333333 -0.6666666667 1.511552887
-1.166666667 -0.6666666667 1.511498831
-1.125 -0.6666666667 1.511460016
-1.083333333 -0.6666666667 1.511434181
-1.041666667 -0.6666666667 1.511419294
-1 -0.6666666667 1.511413536
-0.9583333333 -0.6666666667 1.511415288
-0.9166666667 -0.6666666667 1.511423114
-0.875 -0.6666666667 1.511435748
-0.8333333333 -0.6666666667 1.511452081
-0.7916666667 -0.6666666667 1.511471148
-0.75 -0.6666666667 1.511492111
-0.7083333333 -0.6666666667 1.511514254
-0.6666666667 -0.6666666667 1.511536965
-0.625 -0.6666666667 1.511559732
-0.5833333333 -0.6666666667 1.511582124
-0.5416666667 -0.6666666667 1.511603791
-0.5 -0.6666666667 1.511624446
-0.4583333333 -0.6666666667 1.511643863
-0.4166666667 -0.6666666667 1.511661866
-0.375 -0.6666666667 1.511678321
-0.3333333333 -0.6666666667 1.511693133
-0.2916666667 -0.6666666667 1.511706236
-0.25 -0.6666666667 1.511717589
-0.2083333333 -0.6666666667 1.511727171
-0.1666666667 -0.6666666667 1.511734976
-0.125 -0.6666666667 1.511741012
-0.08333333333 -0.6666666667 1.511745293
-0.04166666667 -0.6666666667 1.511747842
0 -0.6666666667 1.511748684
0.04166666667 -0.6666666667 1.511747848
0.08333333333 -0.6666666667 1.511745364
0.125 -0.6666666667 1.511741266
0.1666666667 -0.6666666667 1.511735587
0.2083333333 -0.6666666667 1.511728366
0.25 -0.6666666667 1.511719645
0.2916666667 -0.6666666667 1.511709475
0.3333333333 -0.6666666667 1.511697916
0.375 -0.6666666667 1.51168504
0.4166666667 -0.6666666667 1.511670937
0.4583333333 -0.6666666667 1.511655719
0.5 -0.6666666667 1.511639525
0.5416666667 -0.6666666667 1.511622525
0.5833333333 -0.6666666667 1.511604929
0.625 -0.6666666667 1.511586993
0.6666666667 -0.6666666667 1.511569025
0.7083333333 -0.6666666667 1.511551398
0.75 -0.6666666667 1.51153455
0.7916666667 -0.6666666667 1.511519003
0.8333333333 -0.6666666667 1.511505364
0.875 -0.6666666667 1.511494345
0.9166666667 -0.6666666667 1.511486764
0.9583333333 -0.6666666667 1.511483565
1 -0.6666666667 1.511485823
1.041666667 -0.6666666667 1.511494765
1.083333333 -0.6666666667 1.511511774
1.125 -0.6666666667 1.511538411
1.166666667 -0.6666666667 1.511576422
1.208333333 -0.6666666667 1.511627761
1.25 -0.6666666667 1.511694596
-1.25 -0.625 1.46039165
-1.208333333 -0.625 1.460305534
-1.166666667 -0.625 1.460239419
-1.125 -0.625 1.460190506
-1.083333333 -0.625 1.460156268
-1.041666667 -0.625 1.460134437
-1 -0.625 1.460122983
-0.9583333333 -0.625 1.460120098
-0.9166666667 -0.625 1.460124182
-0.875 -0.625 1.460133823
-0.8333333333 -0.625 1.460147784
-0.7916666667 -0.625 1.460164988
-0.75 -0.625 1.460184504
-0.7083333333 -0.625 1.460205534
-0.6666666667 -0.625 1.460227398
-0.625 -0.625 1.460249525
-0.5833333333 -0.625 1.460271438
-0.5416666667 -0.625 1.460292747
-0.5 -0.625 1.460313135
-0.4583333333 -0.625 1.460332351
-0.4166666667 -0.625 1.4603502
-0.375 -0.625 1.460366534
-0.3333333333 -0.625 1.460381249
-0.2916666667 -0.625 1.46039427
-0.25 -0.625 1.460405553
-0.2083333333 -0.625 1.460415074
-0.1666666667 -0.625 1.460422828
-0.125 -0.625 1.460428822
-0.08333333333 -0.625 1.460433072
-0.04166666667 -0.625 1.460435601
0 -0.625 1.460436436
0.04166666667 -0.625 1.460435607
0.08333333333 -0.625 1.460433148
0.125 -0.625 1.460429092
0.1666666667 -0.625 1.460423475
0.2083333333 -0.625 1.460416338
0.25 -0.625 1.460407726
0.2916666667 -0.625 1.460397692
0.3333333333 -0.625 1.4603863
0.375 -0.625 1.460373629
0.4166666667 -0.625 1.460359778
0.4583333333 -0.625 1.460344868
0.5 -0.625 1.460329053
0.5416666667 -0.625 1.460312523
0.5833333333 -0.625 1.46029551
0.625 -0.625 1.4602783
0.6666666667 -0.625 1.460261239
0.7083333333 -0.625 1.46024474
0.75 -0.625 1.460229299
0.7916666667 -0.625 1.460215499
0.8333333333 -0.625 1.460204025
0.875 -0.625 1.460195673
0.9166666667 -0.625 1.460191367
0.9583333333 -0.625 1.460192166
1 -0.625 1.460199284
1.041666667 -0.625 1.460214099
1.083333333 -0.625 1.460238171
1.125 -0.625 1.460273258
1.166666667 -0.625 1.460321327
1.208333333 -0.625 1.460384577
1.25 -0.625 1.460465454
-1.25 -0.5833333333 1.40497897
-1.208333333 -0.5833333333 1.404875462
-1.166666667 -0.5833333333 1.404794705
-1.125 -0.5833333333 1.40473354
-1.083333333 -0.5833333333 1.404689119
-1.041666667 -0.5833333333 1.404658886
-1 -0.5833333333 1.404640552
-0.9583333333 -0.5833333333 1.40463208
-0.9166666667 -0.5833333333 1.404631666
-0.875 -0.5833333333 1.404637721
-0.8333333333 -0.5833333333 1.404648851
-0.7916666667 -0.5833333333 1.404663846
-0.75 -0.5833333333 1.404681658
-0.7083333333 -0.5833333333 1.404701389
-0.6666666667 -0.5833333333 1.404722276
-0.625 -0.5833333333 1.404743677
-0.5833333333 -0.5833333333 1.404765058
-0.5416666667 -0.5833333333 1.40478598
-0.5 -0.5833333333 1.404806088
-0.4583333333 -0.5833333333 1.404825102
-0.4166666667 -0.5833333333 1.404842803
-0.375 -0.5833333333 1.404859027
-0.3333333333 -0.5833333333 1.404873655
-0.2916666667 -0.5833333333 1.404886607
-0.25 -0.5833333333 1.404897831
-0.2083333333 -0.5833333333 1.404907302
-0.1666666667 -0.5833333333 1.404915012
-0.125 -0.5833333333 1.40492097
-0.08333333333 -0.5833333333 1.404925192
-0.04166666667 -0.5833333333 1.404927702
0 -0.5833333333 1.404928531
0.04166666667 -0.5833333333 1.40492771
0.08333333333 -0.5833333333 1.404925273
0.125 -0.5833333333 1.404921257
0.1666666667 -0.5833333333 1.4049157
0.2083333333 -0.5833333333 1.404908645
0.25 -0.5833333333 1.404900139
0.2916666667 -0.5833333333 1.40489024
0.3333333333 -0.5833333333 1.404879018
0.375 -0.5833333333 1.404866558
0.4166666667 -0.5833333333 1.404852968
0.4583333333 -0.5833333333 1.404838386
0.5 -0.5833333333 1.40482298
0.5416666667 -0.5833333333 1.404806964
0.5833333333 -0.5833333333 1.4047906
0.625 -0.5833333333 1.40477421
0.6666666667 -0.5833333333 1.404758182
0.7083333333 -0.5833333333 1.404742988
0.75 -0.5833333333 1.404729186
0.7916666667 -0.5833333333 1.404717438
0.8333333333 -0.5833333333 1.404708522
0.875 -0.5833333333 1.404703342
0.9166666667 -0.5833333333 1.404702948
0.9583333333 -0.5833333333 1.404708543
1 -0.5833333333 1.404721507
1.041666667 -0.5833333333 1.404743408
1.083333333 -0.5833333333 1.404776021
1.125 -0.5833333333 1.404821343
1.166666667 -0.5833333333 1.404881614
1.208333333 -0.5833333333 1.404959336
1.25 -0.5833333333 1.40505729
-1.25 -0.5416666667 1.344822251
-1.208333333 -0.5416666667 1.344697286
-1.166666667 -0.5416666667 1.344598472
-1.125 -0.5416666667 1.34452221
-1.083333333 -0.5416666667 1.344465252
-1.041666667 -0.5416666667 1.344424685
-1 -0.5416666667 1.344397899
-0.9583333333 -0.5416666667 1.344382575
-0.9166666667 -0.5416666667 1.344376656
-0.875 -0.5416666667 1.344378334
-0.8333333333 -0.5416666667 1.344386022
-0.7916666667 -0.5416666667 1.344398341
-0.75 -0.5416666667 1.3444141
-0.7083333333 -0.5416666667 1.344432279
-0.6666666667 -0.5416666667 1.34445201
-0.625 -0.5416666667 1.344472564
-0.5833333333 -0.5416666667 1.344493334
-0.5416666667 -0.5416666667 1.344513823
-0.5 -0.5416666667 1.344533629
-0.4583333333 -0.5416666667 1.344552434
-0.4166666667 -0.5416666667 1.34456999
-0.375 -0.5416666667 1.344586112
-0.3333333333 -0.5416666667 1.344600666
-0.2916666667 -0.5416666667 1.34461356
-0.25 -0.5416666667 1.344624737
-0.2083333333 -0.5416666667 1.344634167
-0.1666666667 -0.5416666667 1.344641841
-0.125 -0.5416666667 1.344647768
-0.08333333333 -0.5416666667 1.344651965
-0.04166666667 -0.5416666667 1.34465446
0 -0.5416666667 1.344655283
0.04166666667 -0.5416666667 1.344654469
0.08333333333 -0.5416666667 1.344652054
0.125 -0.5416666667 1.344648076
0.1666666667 -0.5416666667 1.344642577
0.2083333333 -0.5416666667 1.344635602
0.25 -0.5416666667 1.344627203
0.2916666667 -0.5416666667 1.34461744
0.3333333333 -0.5416666667 1.344606392
0.375 -0.5416666667 1.344594152
0.4166666667 -0.5416666667 1.344580841
0.4583333333 -0.5416666667 1.344566613
0.5 -0.5416666667 1.344551659
0.5416666667 -0.5416666667 1.34453622
0.5833333333 -0.5416666667 1.344520595
0.625 -0.5416666667 1.344505149
0.6666666667 -0.5416666667 1.34449033
0.7083333333 -0.5416666667 1.344476674
0.75 -0.5416666667 1.344464823
0.7916666667 -0.5416666667 1.344455534
0.8333333333 -0.5416666667 1.344449702
0.875 -0.5416666667 1.344448364
0.9166666667 -0.5416666667 1.344452727
0.9583333333 -0.5416666667 1.344464174
1 -0.5416666667 1.344484293
1.041666667 -0.5416666667 1.344514885
1.083333333 -0.5416666667 1.344557993
1.125 -0.5416666667 1.344615913
1.166666667 -0.5416666667 1.344691224
1.208333333 -0.5416666667 1.344786801
1.25 -0.5416666667 1.344905843
-1.25 -0.5 1.279221037
-1.208333333 -0.5 1.279069138
-1.166666667 -0.5 1.278947667
-1.125 -0.5 1.278852468
-1.083333333 -0.5 1.278779795
-1.041666667 -0.5 1.278726282
-1 -0.5 1.278688919
-0.9583333333 -0.5 1.278665029
-0.9166666667 -0.5 1.278652241
-0.875 -0.5 1.278648465
-0.8333333333 -0.5 1.278651875
-0.7916666667 -0.5 1.27866088
-0.75 -0.5 1.278674109
-0.7083333333 -0.5 1.278690384
-0.6666666667 -0.5 1.278708708
-0.625 -0.5 1.278728242
-0.5833333333 -0.5 1.278748288
-0.5416666667 -0.5 1.278768275
-0.5 -0.5 1.278787741
-0.4583333333 -0.5 1.278806321
-0.4166666667 -0.5 1.278823731
-0.375 -0.5 1.278839758
-0.3333333333 -0.5 1.278854249
-0.2916666667 -0.5 1.278867097
-0.25 -0.5 1.278878239
-0.2083333333 -0.5 1.278887638
-0.1666666667 -0.5 1.278895285
-0.125 -0.5 1.278901187
-0.08333333333 -0.5 1.278905364
-0.04166666667 -0.5 1.278907844
0 -0.5 1.278908662
0.04166666667 -0.5 1.278907854
0.08333333333 -0.5 1.27890546
0.125 -0.5 1.27890152
0.1666666667 -0.5 1.278896078
0.2083333333 -0.5 1.278889182
0.25 -0.5 1.27888089
0.2916666667 -0.5 1.278871269
0.3333333333 -0.5 1.278860402
0.375 -0.5 1.278848398
0.4166666667 -0.5 1.278835391
0.4583333333 -0.5 1.278821556
0.5 -0.5 1.278807113
0.5416666667 -0.5 1.278792339
0.5833333333 -0.5 1.278777577
0.625 -0.5 1.278763251
0.6666666667 -0.5 1.278749877
0.7083333333 -0.5 1.278738079
0.75 -0.5 1.2787286
0.7916666667 -0.5 1.278722323
0.8333333333 -0.5 1.278720286
0.875 -0.5 1.278723698
0.9166666667 -0.5 1.278733961
0.9583333333 -0.5 1.27875269
1 -0.5 1.278781729
1.041666667 -0.5 1.278823181
1.083333333 -0.5 1.278879422
1.125 -0.5 1.27895313
1.166666667 -0.5 1.279047307
1.208333333 -0.5 1.279165303
1.25 -0.5 1.279310843
-1.25 -0.4583333333 1.207291994
-1.208333333 -0.4583333333 1.207105607
-1.166666667 -0.4583333333 1.206955128
-1.125 -0.4583333333 1.206835693
-1.083333333 -0.4583333333 1.206742911
-1.041666667 -0.4583333333 1.206672841
-1 -0.4583333333 1.20662196
-0.9583333333 -0.4583333333 1.20658713
-0.9166666667 -0.4583333333 1.206565575
-0.875 -0.4583333333 1.206554851
-0.8333333333 -0.4583333333 1.206552819
-0.7916666667 -0.4583333333 1.206557618
-0.75 -0.4583333333 1.206567643
-0.7083333333 -0.4583333333 1.20658152
-0.6666666667 -0.4583333333 1.206598081
-0.625 -0.4583333333 1.206616348
-0.5833333333 -0.4583333333 1.206635505
-0.5416666667 -0.4583333333 1.206654885
-0.5 -0.4583333333 1.206673951
-0.4583333333 -0.4583333333 1.206692276
-0.4166666667 -0.4583333333 1.206709531
-0.375 -0.4583333333 1.206725466
-0.3333333333 -0.4583333333 1.206739904
-0.2916666667 -0.4583333333 1.20675272
-0.25 -0.4583333333 1.206763839
-0.2083333333 -0.4583333333 1.206773219
-0.1666666667 -0.4583333333 1.206780848
-0.125 -0.4583333333 1.206786731
-0.08333333333 -0.4583333333 1.206790892
-0.04166666667 -0.4583333333 1.206793361
0 -0.4583333333 1.206794174
0.04166666667 -0.4583333333 1.206793372
0.08333333333 -0.4583333333 1.206790997
0.125 -0.4583333333 1.206787093
0.1666666667 -0.4583333333 1.206781707
0.2083333333 -0.4583333333 1.206774893
0.25 -0.4583333333 1.206766712
0.2916666667 -0.4583333333 1.206757239
0.3333333333 -0.4583333333 1.206746569
0.375 -0.4583333333 1.206734822
0.4166666667 -0.4583333333 1.206722157
0.4583333333 -0.4583333333 1.206708773
0.5 -0.4583333333 1.206694926
0.5416666667 -0.4583333333 1.206680938
0.5833333333 -0.4583333333 1.206667214
0.625 -0.4583333333 1.206654249
0.6666666667 -0.4583333333 1.206642651
0.7083333333 -0.4583333333 1.206633153
0.75 -0.4583333333 1.206626634
0.7916666667 -0.4583333333 1.206624134
0.8333333333 -0.4583333333 1.206626877
0.875 -0.4583333333 1.206636294
0.9166666667 -0.4583333333 1.20665404
0.9583333333 -0.4583333333 1.206682024
1 -0.4583333333 1.206722427
1.041666667 -0.4583333333 1.206777734
1.083333333 -0.4583333333 1.206850755
1.125 -0.4583333333 1.206944656
1.166666667 -0.4583333333 1.207062984
1.208333333 -0.4583333333 1.207209701
1.25 -0.4583333333 1.207389204
-1.25 -0.4166666667 1.12790003
-1.208333333 -0.4166666667 1.127668445
-1.166666667 -0.4166666667 1.12747995
-1.125 -0.4166666667 1.127328751
-1.083333333 -0.4166666667 1.12720962
-1.041666667 -0.4166666667 1.127117861
-1 -0.4166666667 1.127049274
-0.9583333333 -0.4166666667 1.127000122
-0.9166666667 -0.4166666667 1.126967097
-0.875 -0.4166666667 1.126947289
-0.8333333333 -0.4166666667 1.126938148
-0.7916666667 -0.4166666667 1.126937461
-0.75 -0.4166666667 1.126943316
-0.7083333333 -0.4166666667 1.126954078
-0.6666666667 -0.4166666667 1.126968359
-0.625 -0.4166666667 1.126984994
-0.5833333333 -0.4166666667 1.127003016
-0.5416666667 -0.4166666667 1.127021632
-0.5 -0.4166666667 1.127040204
-0.4583333333 -0.4166666667 1.127058224
-0.4166666667 -0.4166666667 1.127075303
-0.375 -0.4166666667 1.127091144
-0.3333333333 -0.4166666667 1.127105537
-0.2916666667 -0.4166666667 1.127118335
-0.25 -0.4166666667 1.127129445
-0.2083333333 -0.4166666667 1.127138819
-0.1666666667 -0.4166666667 1.127146439
-0.125 -0.4166666667 1.127152311
-0.08333333333 -0.4166666667 1.12715646
-0.04166666667 -0.4166666667 1.127158919
0 -0.4166666667 1.127159728
0.04166666667 -0.4166666667 1.127158932
0.08333333333 -0.4166666667 1.127156575
0.125 -0.4166666667 1.127152708
0.1666666667 -0.4166666667 1.12714738
0.2083333333 -0.4166666667 1.12714065
0.25 -0.4166666667 1.127132586
0.2916666667 -0.4166666667 1.127123273
0.3333333333 -0.4166666667 1.127112821
0.375 -0.4166666667 1.127101368
0.4166666667 -0.4166666667 1.127089098
0.4583333333 -0.4166666667 1.127076247
0.5 -0.4166666667 1.127063117
0.5416666667 -0.4166666667 1.127050094
0.5833333333 -0.4166666667 1.127037655
0.625 -0.4166666667 1.127026397
0.6666666667 -0.4166666667 1.127017046
0.7083333333 -0.4166666667 1.12701048
0.75 -0.4166666667 1.127007754
0.7916666667 -0.4166666667 1.127010117
0.8333333333 -0.4166666667 1.127019043
0.875 -0.4166666667 1.127036248
0.9166666667 -0.4166666667 1.127063726
0.9583333333 -0.4166666667 1.127103771
1 -0.4166666667 1.127159008
1.041666667 -0.4166666667 1.127232426
1.083333333 -0.4166666667 1.127327406
1.125 -0.4166666667 1.127447755
1.166666667 -0.4166666667 1.127597741
1.208333333 -0.4166666667 1.127782123
1.25 -0.4166666667 1.12800619
-1.25 -0.375 1.039553652
-1.208333333 -0.375 1.039261166
-1.166666667 -0.375 1.03902144
-1.125 -0.375 1.038827432
-1.083333333 -0.375 1.038672786
-1.041666667 -0.375 1.03855179
-1 -0.375 1.038459339
-0.9583333333 -0.375 1.038390885
-0.9166666667 -0.375 1.038342406
-0.875 -0.375 1.03831036
-0.8333333333 -0.375 1.038291648
-0.7916666667 -0.375 1.038283578
-0.75 -0.375 1.038283827
-0.7083333333 -0.375 1.038290407
-0.6666666667 -0.375 1.038301633
-0.625 -0.375 1.038316089
-0.5833333333 -0.375 1.038332602
-0.5416666667 -0.375 1.038350208
-0.5 -0.375 1.038368134
-0.4583333333 -0.375 1.038385766
-0.4166666667 -0.375 1.038402629
-0.375 -0.375 1.038418367
-0.3333333333 -0.375 1.03843272
-0.2916666667 -0.375 1.038445511
-0.25 -0.375 1.038456629
-0.2083333333 -0.375 1.03846601
-0.1666666667 -0.375 1.038473634
-0.125 -0.375 1.038479504
-0.08333333333 -0.375 1.038483646
-0.04166666667 -0.375 1.038486098
0 -0.375 1.038486904
0.04166666667 -0.375 1.038486112
0.08333333333 -0.375 1.038483774
0.125 -0.375 1.038479943
0.1666666667 -0.375 1.038474675
0.2083333333 -0.375 1.038468034
0.25 -0.375 1.038460099
0.2916666667 -0.375 1.038450967
0.3333333333 -0.375 1.038440765
0.375 -0.375 1.038429657
0.4166666667 -0.375 1.038417864
0.4583333333 -0.375 1.038405668
0.5 -0.375 1.038393437
0.5416666667 -0.375 1.038381636
0.5833333333 -0.375 1.03837085
0.625 -0.375 1.038361805
0.6666666667 -0.375 1.03835539
0.7083333333 -0.375 1.038352683
0.75 -0.375 1.038354974
0.7916666667 -0.375 1.038363799
0.8333333333 -0.375 1.038380962
0.875 -0.375 1.038408576
0.9166666667 -0.375 1.038449087
0.9583333333 -0.375 1.038505314
1 -0.375 1.038580482
1.041666667 -0.375 1.038678261
1.083333333 -0.375 1.038802805
1.125 -0.375 1.038958789
1.166666667 -0.375 1.039151451
1.208333333 -0.375 1.03938663
1.25 -0.375 1.03967081
-1.25 -0.3333333333 0.9402397629
-1.208333333 -0.3333333333 0.9398624057
-1.166666667 -0.3333333333 0.9395512604
-1.125 -0.3333333333 0.9392975569
-1.083333333 -0.3333333333 0.9390933746
-1.041666667 -0.3333333333 0.9389315933
-1 -0.3333333333 0.9388058427
-0.9583333333 -0.3333333333 0.9387104526
-0.9166666667 -0.3333333333 0.9386404029
-0.875 -0.3333333333 0.9385912747
-0.8333333333 -0.3333333333 0.9385592022
-0.7916666667 -0.3333333333 0.9385408265
-0.75 -0.3333333333 0.9385332504
-0.7083333333 -0.3333333333 0.938533995
-0.6666666667 -0.3333333333 0.9385409588
-0.625 -0.3333333333 0.9385523781
-0.5833333333 -0.3333333333 0.9385667899
-0.5416666667 -0.3333333333 0.9385829963
-0.5 -0.3333333333 0.9386000319
-0.4583333333 -0.3333333333 0.938617133
-0.4166666667 -0.3333333333 0.9386337085
-0.375 -0.3333333333 0.9386493139
-0.3333333333 -0.3333333333 0.9386636268
-0.2916666667 -0.3333333333 0.9386764251
-0.25 -0.3333333333 0.9386875671
-0.2083333333 -0.3333333333 0.9386969741
-0.1666666667 -0.3333333333 0.9387046148
-0.125 -0.3333333333 0.9387104926
-0.08333333333 -0.3333333333 0.9387146343
-0.04166666667 -0.3333333333 0.9387170816
0 -0.3333333333 0.9387178848
0.04166666667 -0.3333333333 0.9387170983
0.08333333333 -0.3333333333 0.9387147787
0.125 -0.3333333333 0.938710985
0.1666666667 -0.3333333333 0.9387057812
0.2083333333 -0.3333333333 0.9386992403
0.25 -0.3333333333 0.938691452
0.2916666667 -0.3333333333 0.9386825312
0.3333333333 -0.3333333333 0.9386726293
0.375 -0.3333333333 0.938661948
0.4166666667 -0.3333333333 0.9386507546
0.4583333333 -0.3333333333 0.9386394004
0.5 -0.3333333333 0.9386283404
0.5416666667 -0.3333333333 0.9386181562
0.5833333333 -0.3333333333 0.9386095798
0.625 -0.3333333333 0.9386035213
0.6666666667 -0.3333333333 0.938601097
0.7083333333 -0.3333333333 0.9386036614
0.75 -0.3333333333 0.9386128398
0.7916666667 -0.3333333333 0.938630564
0.8333333333 -0.3333333333 0.93865911
0.875 -0.3333333333 0.9387011371
0.9166666667 -0.3333333333 0.9387597295
0.9583333333 -0.3333333333 0.9388384396
1 -0.3333333333 0.9389413326
1.041666667 -0.3333333333 0.9390730331
1.083333333 -0.3333333333 0.9392387726
1.125 -0.3333333333 0.9394444378
1.166666667 -0.3333333333 0.9396966203
1.208333333 -0.3333333333 0.940002665
1.25 -0.3333333333 0.94037072
-1.25 -0.2916666667 0.8271506149
-1.208333333 -0.2916666667 0.8266499143
-1.166666667 -0.2916666667 0.8262349198
-1.125 -0.2916666667 0.825894373
-1.083333333 -0.2916666667 0.8256180951
-1.041666667 -0.2916666667 0.8253969287
-1 -0.2916666667 0.8252226756
-0.9583333333 -0.2916666667 0.825088035
-0.9166666667 -0.2916666667 0.8249865413
-0.875 -0.2916666667 0.824912502
-0.8333333333 -0.2916666667 0.8248609366
-0.7916666667 -0.2916666667 0.8248275176
-0.75 -0.2916666667 0.8248085126
-0.7083333333 -0.2916666667 0.8248007287
-0.6666666667 -0.2916666667 0.8248014595
-0.625 -0.2916666667 0.8248084339
-0.5833333333 -0.2916666667 0.8248197685
-0.5416666667 -0.2916666667 0.8248339217
-0.5 -0.2916666667 0.8248496511
-0.4583333333 -0.2916666667 0.8248659737
-0.4166666667 -0.2916666667 0.8248821288
-0.375 -0.2916666667 0.8248975437
-0.3333333333 -0.2916666667 0.8249118025
-0.2916666667 -0.2916666667 0.8249246176
-0.25 -0.2916666667 0.8249358043
-0.2083333333 -0.2916666667 0.8249452578
-0.1666666667 -0.2916666667 0.8249529341
-0.125 -0.2916666667 0.8249588322
-0.08333333333 -0.2916666667 0.8249629809
-0.04166666667 -0.2916666667 0.8249654273
0 -0.2916666667 0.8249662286
0.04166666667 -0.2916666667 0.8249654467
0.08333333333 -0.2916666667 0.8249631461
0.125 -0.2916666667 0.8249593936
0.1666666667 -0.2916666667 0.8249542623
0.2083333333 -0.2916666667 0.8249478373
0.25 -0.2916666667 0.8249402248
0.2916666667 -0.2916666667 0.8249315644
0.3333333333 -0.2916666667 0.8249220433
0.375 -0.2916666667 0.8249119144
0.4166666667 -0.2916666667 0.8249015169
0.4583333333 -0.2916666667 0.8248912994
0.5 -0.2916666667 0.8248818466
0.5416666667 -0.2916666667 0.8248739083
0.5833333333 -0.2916666667 0.8248684315
0.625 -0.2916666667 0.8248665954
0.6666666667 -0.2916666667 0.8248698491
0.7083333333 -0.2916666667 0.8248799522
0.75 -0.2916666667 0.824899018
0.7916666667 -0.2916666667 0.82492956
0.8333333333 -0.2916666667 0.8249745397
0.875 -0.2916666667 0.8250374188
0.9166666667 -0.2916666667 0.8251222118
0.9583333333 -0.2916666667 0.8252335423
1 -0.2916666667 0.8253767001
1.041666667 -0.2916666667 0.8255577011
1.083333333 -0.2916666667 0.8257833467
1.125 -0.2916666667 0.826061286
1.166666667 -0.2916666667 0.8264000762
1.208333333 -0.2916666667 0.8268092439
1.25 -0.2916666667 0.8272993442
-1.25 -0.25 0.6962064546
-1.208333333 -0.25 0.6955165868
