alpha beta logL
-1.166666667 -0.25 0.6949421944
-1.125 -0.25 0.6944682549
-1.083333333 -0.25 0.6940811631
-1.041666667 -0.25 0.6937686618
-1 -0.25 0.6935197656
-0.9583333333 -0.25 0.6933246833
-0.9166666667 -0.25 0.693174738
-0.875 -0.25 0.6930622868
-0.8333333333 -0.25 0.6929806408
-0.7916666667 -0.25 0.6929239868
-0.75 -0.25 0.6928873105
-0.7083333333 -0.25 0.6928663226
-0.6666666667 -0.25 0.6928573874
-0.625 -0.25 0.6928574545
-0.5833333333 -0.25 0.6928639943
-0.5416666667 -0.25 0.6928749365
-0.5 -0.25 0.6928886127
-0.4583333333 -0.25 0.6929037025
-0.4166666667 -0.25 0.6929191837
-0.375 -0.25 0.692934286
-0.3333333333 -0.25 0.6929484488
-0.2916666667 -0.25 0.692961283
-0.25 -0.25 0.6929725367
-0.2083333333 -0.25 0.6929820641
-0.1666666667 -0.25 0.6929897999
-0.125 -0.25 0.6929957356
-0.08333333333 -0.25 0.6929999014
-0.04166666667 -0.25 0.6930023513
0 -0.25 0.6930031515
0.04166666667 -0.25 0.6930023744
0.08333333333 -0.25 0.6930000944
0.125 -0.25 0.6929963893
0.1666666667 -0.25 0.6929913448
0.2083333333 -0.25 0.6929850629
0.25 -0.25 0.6929776746
0.2916666667 -0.25 0.6929693558
0.3333333333 -0.25 0.6929603483
0.375 -0.25 0.6929509832
0.4166666667 -0.25 0.6929417095
0.4583333333 -0.25 0.6929331258
0.5 -0.25 0.6929260163
0.5416666667 -0.25 0.6929213904
0.5833333333 -0.25 0.6929205265
0.625 -0.25 0.6929250196
0.6666666667 -0.25 0.6929368322
0.7083333333 -0.25 0.6929583498
0.75 -0.25 0.6929924392
0.7916666667 -0.25 0.6930425112
0.8333333333 -0.25 0.6931125861
0.875 -0.25 0.6932073624
0.9166666667 -0.25 0.693332289
0.9583333333 -0.25 0.6934936393
1 -0.25 0.6936985878
1.041666667 -0.25 0.6939552879
1.083333333 -0.25 0.694272951
1.125 -0.25 0.6946619252
1.166666667 -0.25 0.6951337726
1.208333333 -0.25 0.6957013449
1.25 -0.25 0.6963788546
-1.25 -0.2083333333 0.5411603882
-1.208333333 -0.2083333333 0.5401588586
-1.166666667 -0.2083333333 0.5393215238
-1.125 -0.2083333333 0.5386272952
-1.083333333 -0.2083333333 0.5380570173
-1.041666667 -0.2083333333 0.5375933895
-1 -0.2083333333 0.5372208759
-0.9583333333 -0.2083333333 0.5369256075
-0.9166666667 -0.2083333333 0.5366952784
-0.875 -0.2083333333 0.5365190386
-0.8333333333 -0.2083333333 0.5363873857
-0.7916666667 -0.2083333333 0.5362920574
-0.75 -0.2083333333 0.5362259241
-0.7083333333 -0.2083333333 0.5361828859
-0.6666666667 -0.2083333333 0.5361577716
-0.625 -0.2083333333 0.5361462425
-0.5833333333 -0.2083333333 0.5361447001
-0.5416666667 -0.2083333333 0.5361501996
-0.5 -0.2083333333 0.5361603671
-0.4583333333 -0.2083333333 0.5361733236
-0.4166666667 -0.2083333333 0.5361876132
-0.375 -0.2083333333 0.5362021376
-0.3333333333 -0.2083333333 0.5362160956
-0.2916666667 -0.2083333333 0.5362289286
-0.25 -0.2083333333 0.5362402715
-0.2083333333 -0.2083333333 0.5362499092
-0.1666666667 -0.2083333333 0.5362577389
-0.125 -0.2083333333 0.5362637374
-0.08333333333 -0.2083333333 0.536267935
-0.04166666667 -0.2083333333 0.5362703944
0 -0.2083333333 0.5362711948
0.04166666667 -0.2083333333 0.5362704225
0.08333333333 -0.2083333333 0.5362681667
0.125 -0.2083333333 0.5362645205
0.1666666667 -0.2083333333 0.536259588
0.2083333333 -0.2083333333 0.5362534971
0.25 -0.2083333333 0.5362464174
0.2916666667 -0.2083333333 0.5362385839
0.3333333333 -0.2083333333 0.5362303265
0.375 -0.2083333333 0.5362221051
0.4166666667 -0.2083333333 0.5362145497
0.4583333333 -0.2083333333 0.5362085069
0.5 -0.2083333333 0.5362050917
0.5416666667 -0.2083333333 0.5362057444
0.5833333333 -0.2083333333 0.5362122937
0.625 -0.2083333333 0.5362270253
0.6666666667 -0.2083333333 0.5362527548
0.7083333333 -0.2083333333 0.5362929075
0.75 -0.2083333333 0.5363516019
0.7916666667 -0.2083333333 0.5364337391
0.8333333333 -0.2083333333 0.536545096
0.875 -0.2083333333 0.5366924229
0.9166666667 -0.2083333333 0.5368835449
0.9583333333 -0.2083333333 0.5371274657
1 -0.2083333333 0.5374344733
1.041666667 -0.2083333333 0.5378162466
1.083333333 -0.2083333333 0.5382859612
1.125 -0.2083333333 0.5388583923
1.166666667 -0.2083333333 0.5395500136
1.208333333 -0.2083333333 0.5403790879
1.25 -0.2083333333 0.5413657487
-1.25 -0.1666666667 0.3517627883
-1.208333333 -0.1666666667 0.350193707
-1.166666667 -0.1666666667 0.3488765447
-1.125 -0.1666666667 0.3477795898
-1.083333333 -0.1666666667 0.3468738736
-1.041666667 -0.1666666667 0.3461331094
-1 -0.1666666667 0.3455336017
-0.9583333333 -0.1666666667 0.3450541313
-0.9166666667 -0.1666666667 0.3446758235
-0.875 -0.1666666667 0.3443820042
-0.8333333333 -0.1666666667 0.3441580481
-0.7916666667 -0.1666666667 0.3439912231
-0.75 -0.1666666667 0.343870534
-0.7083333333 -0.1666666667 0.3437865668
-0.6666666667 -0.1666666667 0.3437313375
-0.625 -0.1666666667 0.3436981451
-0.5833333333 -0.1666666667 0.3436814305
-0.5416666667 -0.1666666667 0.3436766429
-0.5 -0.1666666667 0.343680113
-0.4583333333 -0.1666666667 0.3436889347
-0.4166666667 -0.1666666667 0.3437008542
-0.375 -0.1666666667 0.3437141688
-0.3333333333 -0.1666666667 0.3437276331
-0.2916666667 -0.1666666667 0.3437403744
-0.25 -0.1666666667 0.3437518167
-0.2083333333 -0.1666666667 0.3437616138
-0.1666666667 -0.1666666667 0.3437695904
-0.125 -0.1666666667 0.3437756922
-0.08333333333 -0.1666666667 0.3437799454
-0.04166666667 -0.1666666667 0.343782424
0 -0.1666666667 0.3437832261
0.04166666667 -0.1666666667 0.3437824596
0.08333333333 -0.1666666667 0.3437802352
0.125 -0.1666666667 0.3437766697
0.1666666667 -0.1666666667 0.3437718969
0.2083333333 -0.1666666667 0.3437660878
0.25 -0.1666666667 0.343759479
0.2916666667 -0.1666666667 0.3437524107
0.3333333333 -0.1666666667 0.3437453723
0.375 -0.1666666667 0.3437390576
0.4166666667 -0.1666666667 0.3437344283
0.4583333333 -0.1666666667 0.3437327865
0.5 -0.1666666667 0.3437358552
0.5416666667 -0.1666666667 0.3437458686
0.5833333333 -0.1666666667 0.3437656696
0.625 -0.1666666667 0.3437988167
0.6666666667 -0.1666666667 0.3438496987
0.7083333333 -0.1666666667 0.3439236571
0.75 -0.1666666667 0.3440271167
0.7916666667 -0.1666666667 0.3441677221
0.8333333333 -0.1666666667 0.3443544812
0.875 -0.1666666667 0.3445979133
0.9166666667 -0.1666666667 0.3449102011
0.9583333333 -0.1666666667 0.3453053439
1 -0.1666666667 0.3457993117
1.041666667 -0.1666666667 0.3464101948
1.083333333 -0.1666666667 0.3471583477
1.125 -0.1666666667 0.3480665214
1.166666667 -0.1666666667 0.3491599814
1.208333333 -0.1666666667 0.3504666024
1.25 -0.1666666667 0.3520169368
-1.25 -0.125 0.1095328518
-1.208333333 -0.125 0.1067632088
-1.166666667 -0.125 0.1044269887
-1.125 -0.125 0.1024717621
-1.083333333 -0.125 0.1008490284
-1.041666667 -0.125 0.0995143176
-1 -0.125 0.09842719887
-0.9583333333 -0.125 0.09755121403
-0.9166666667 -0.125 0.09685375024
-0.875 -0.125 0.09630586693
-0.8333333333 -0.125 0.09588208911
-0.7916666667 -0.125 0.09556017774
-0.75 -0.125 0.09532088595
-0.7083333333 -0.125 0.0951477083
-0.6666666667 -0.125 0.09502662896
-0.625 -0.125 0.09494587324
-0.5833333333 -0.125 0.09489566606
-0.5416666667 -0.125 0.0948679999
-0.5 -0.125 0.09485641424
-0.4583333333 -0.125 0.09485578787
-0.4166666667 -0.125 0.09486214503
-0.375 -0.125 0.09487247606
-0.3333333333 -0.125 0.09488457293
-0.2916666667 -0.125 0.09489688007
-0.25 -0.125 0.09490836043
-0.2083333333 -0.125 0.09491837707
-0.1666666667 -0.125 0.0949265902
-0.125 -0.125 0.09493286964
-0.08333333333 -0.125 0.0949372229
-0.04166666667 -0.125 0.09493973859
0 -0.125 0.0949405454
0.04166666667 -0.125 0.09493978651
0.08333333333 -0.125 0.09493760947
0.125 -0.125 0.09493417156
0.1666666667 -0.125 0.09492966055
0.2083333333 -0.125 0.09492433106
0.25 -0.125 0.09491855618
0.2916666667 -0.125 0.09491289478
0.3333333333 -0.125 0.09490817411
0.375 -0.125 0.09490558799
0.4166666667 -0.125 0.0949068103
0.4583333333 -0.125 0.09491412396
0.5 -0.125 0.09493056517
0.5416666667 -0.125 0.09496008267
0.5833333333 -0.125 0.09500771201
0.625 -0.125 0.09507976408
0.6666666667 -0.125 0.09518402748
0.7083333333 -0.125 0.09532998367
0.75 -0.125 0.09552903371
0.7916666667 -0.125 0.09579473445
0.8333333333 -0.125 0.09614304208
0.875 -0.125 0.09659255931
0.9166666667 -0.125 0.09716478223
0.9583333333 -0.125 0.09788434119
1 -0.125 0.09877922886
1.041666667 -0.125 0.09988100728
1.083333333 -0.125 0.1012249837
1.125 -0.125 0.1028503434
1.166666667 -0.125 0.1048002264
1.208333333 -0.125 0.1071217317
1.25 -0.125 0.1098658354
-1.25 -0.08333333333 -0.2235226521
-1.208333333 -0.08333333333 -0.2295445198
-1.166666667 -0.08333333333 -0.2346683628
-1.125 -0.08333333333 -0.2389911806
-1.083333333 -0.08333333333 -0.2426061257
-1.041666667 -0.08333333333 -0.2456012752
-1 -0.08333333333 -0.2480587452
-0.9583333333 -0.08333333333 -0.2500541157
-0.9166666667 -0.08333333333 -0.251656124
-0.875 -0.08333333333 -0.252926584
-0.8333333333 -0.08333333333 -0.2539204861
-0.7916666667 -0.08333333333 -0.2546862373
-0.75 -0.08333333333 -0.2552660049
-0.7083333333 -0.08333333333 -0.2556961315
-0.6666666667 -0.08333333333 -0.2560075961
-0.625 -0.08333333333 -0.2562264999
-0.5833333333 -0.08333333333 -0.2563745597
-0.5416666667 -0.08333333333 -0.2564695964
-0.5 -0.08333333333 -0.2565260093
-0.4583333333 -0.08333333333 -0.2565552293
-0.4166666667 -0.08333333333 -0.2565661454
-0.375 -0.08333333333 -0.2565655023
-0.3333333333 -0.08333333333 -0.2565582656
-0.2916666667 -0.08333333333 -0.2565479545
-0.25 -0.08333333333 -0.2565369404
-0.2083333333 -0.08333333333 -0.2565267106
-0.1666666667 -0.08333333333 -0.2565180981
-0.125 -0.08333333333 -0.2565114761
-0.08333333333 -0.08333333333 -0.256506918
-0.04166666667 -0.08333333333 -0.2565043227
0 -0.08333333333 -0.2565035048
0.04166666667 -0.08333333333 -0.2565042504
0.08333333333 -0.08333333333 -0.256506338
0.125 -0.08333333333 -0.2565095247
0.1666666667 -0.08333333333 -0.2565134979
0.2083333333 -0.08333333333 -0.2565177917
0.25 -0.08333333333 -0.2565216689
0.2916666667 -0.08333333333 -0.2565239687
0.3333333333 -0.08333333333 -0.2565229188
0.375 -0.08333333333 -0.2565159137
0.4166666667 -0.08333333333 -0.2564992577
0.4583333333 -0.08333333333 -0.2564678743
0.5 -0.08333333333 -0.256414982
0.5416666667 -0.08333333333 -0.2563317361
0.5833333333 -0.08333333333 -0.2562068407
0.625 -0.08333333333 -0.2560261302
0.6666666667 -0.08333333333 -0.2557721255
0.7083333333 -0.08333333333 -0.2554235686
0.75 -0.08333333333 -0.2549549432
0.7916666667 -0.08333333333 -0.2543359894
0.8333333333 -0.08333333333 -0.253531226
0.875 -0.08333333333 -0.2524994955
0.9166666667 -0.08333333333 -0.251193552
0.9583333333 -0.08333333333 -0.2495597187
1 -0.08333333333 -0.2475376423
1.041666667 -0.08333333333 -0.2450601829
1.083333333 -0.08333333333 -0.2420534764
1.125 -0.08333333333 -0.2384372131
1.166666667 -0.08333333333 -0.2341251751
1.208333333 -0.08333333333 -0.2290260725
1.25 -0.08333333333 -0.2230447111
-1.25 -0.04166666667 -0.7372520982
-1.208333333 -0.04166666667 -0.7572857709
-1.166666667 -0.04166666667 -0.7748815357
-1.125 -0.04166666667 -0.7901550309
-1.083333333 -0.04166666667 -0.8032550386
-1.041666667 -0.04166666667 -0.8143552176
-1 -0.04166666667 -0.8236454185
-0.9583333333 -0.04166666667 -0.8313233195
-0.9166666667 -0.04166666667 -0.8375869498
-0.875 -0.04166666667 -0.8426284654
-0.8333333333 -0.04166666667 -0.846629341
-0.7916666667 -0.04166666667 -0.8497569719
-0.75 -0.04166666667 -0.8521625667
-0.7083333333 -0.04166666667 -0.8539801382
-0.6666666667 -0.04166666667 -0.8553263746
-0.625 -0.04166666667 -0.8563011731
-0.5833333333 -0.04166666667 -0.8569886439
-0.5416666667 -0.04166666667 -0.857458416
-0.5 -0.04166666667 -0.8577671171
-0.4583333333 -0.04166666667 -0.8579599247
-0.4166666667 -0.04166666667 -0.8580721163
-0.375 -0.04166666667 -0.8581305661
-0.3333333333 -0.04166666667 -0.8581551547
-0.2916666667 -0.04166666667 -0.8581600684
-0.25 -0.04166666667 -0.8581549746
-0.2083333333 -0.04166666667 -0.8581460665
-0.1666666667 -0.04166666667 -0.8581369706
-0.125 -0.04166666667 -0.8581295176
-0.08333333333 -0.04166666667 -0.8581243742
-0.04166666667 -0.04166666667 -0.8581215362
0 -0.04166666667 -0.8581206827
0.04166666667 -0.04166666667 -0.858121391
0.08333333333 -0.04166666667 -0.8581232139
0.125 -0.04166666667 -0.8581256167
0.1666666667 -0.04166666667 -0.8581277767
0.2083333333 -0.04166666667 -0.8581282431
0.25 -0.04166666667 -0.8581244585
0.2916666667 -0.04166666667 -0.8581121418
0.3333333333 -0.04166666667 -0.8580845327
0.375 -0.04166666667 -0.8580314996
0.4166666667 -0.04166666667 -0.8579385123
0.4583333333 -0.04166666667 -0.8577854849
0.5 -0.04166666667 -0.8575454965
0.5416666667 -0.04166666667 -0.8571834037
0.5833333333 -0.04166666667 -0.8566543686
0.625 -0.04166666667 -0.8559023342
0.6666666667 -0.04166666667 -0.8548585011
0.7083333333 -0.04166666667 -0.853439875
0.75 -0.04166666667 -0.8515479849
0.7916666667 -0.04166666667 -0.8490678991
0.8333333333 -0.04166666667 -0.8458676993
0.875 -0.04166666667 -0.8417986016
0.9166666667 -0.04166666667 -0.8366959354
0.9583333333 -0.04166666667 -0.8303811901
1 -0.04166666667 -0.8226653174
1.041666667 -0.04166666667 -0.8133534056
1.083333333 -0.04166666667 -0.8022507341
1.125 -0.04166666667 -0.7891700512
1.166666667 -0.04166666667 -0.7739397307
1.208333333 -0.04166666667 -0.7564122586
1.25 -0.04166666667 -0.7364723424
-1.25 0 -1.348164194
-1.208333333 0 -1.436503735
-1.166666667 0 -1.527943534
-1.125 0 -1.622709136
-1.083333333 0 -1.721051633
-1.041666667 0 -1.823251668
-1 0 -1.929624269
-0.9583333333 0 -2.040524702
-0.9166666667 0 -2.156355632
-0.875 0 -2.277575947
-0.8333333333 0 -2.404711738
-0.7916666667 0 -2.538370102
-0.75 0 -2.679256672
-0.7083333333 0 -2.828198166
-0.6666666667 0 -2.986171785
-0.625 0 -3.154344107
-0.5833333333 0 -3.334123415
-0.5416666667 0 -3.527231463
-0.5 0 -3.735804011
-0.4583333333 0 -3.962535214
-0.4166666667 0 -4.210891017
-0.375 0 -4.485435338
-0.3333333333 0 -4.792349109
-0.2916666667 0 -5.140297484
-0.25 0 -5.541969094
-0.2083333333 0 -6.017026529
-0.1666666667 0 -6.598359497
-0.125 0 -7.347197108
-0.08333333333 0 -8.393821451
-0.04166666667 0 -9.791738635
0 0 -10
0.04166666667 0 -9.791738635
0.08333333333 0 -8.393821451
0.125 0 -7.347197108
0.1666666667 0 -6.598359497
0.2083333333 0 -6.017026529
0.25 0 -5.541969094
0.2916666667 0 -5.140297484
0.3333333333 0 -4.792349109
0.375 0 -4.485435338
0.4166666667 0 -4.210891017
0.4583333333 0 -3.962535214
0.5 0 -3.735804011
0.5416666667 0 -3.527231463
0.5833333333 0 -3.334123415
0.625 0 -3.154344107
0.6666666667 0 -2.986171785
0.7083333333 0 -2.828198166
0.75 0 -2.679256672
0.7916666667 0 -2.538370102
0.8333333333 0 -2.404711738
0.875 0 -2.277575947
0.9166666667 0 -2.156355632
0.9583333333 0 -2.040524702
1 0 -1.929624269
1.041666667 0 -1.823251668
1.083333333 0 -1.721051633
1.125 0 -1.622709136
1.166666667 0 -1.527943534
1.208333333 0 -1.436503735
1.25 0 -1.348164194
-1.25 0.04166666667 -0.7364723424
-1.208333333 0.04166666667 -0.7564122586
-1.166666667 0.04166666667 -0.7739397307
-1.125 0.04166666667 -0.7891700512
-1.083333333 0.04166666667 -0.8022507341
-1.041666667 0.04166666667 -0.8133534056
-1 0.04166666667 -0.8226653174
-0.9583333333 0.04166666667 -0.8303811901
-0.9166666667 0.04166666667 -0.8366959354
-0.875 0.04166666667 -0.8417986016
-0.8333333333 0.04166666667 -0.8458676993
-0.7916666667 0.04166666667 -0.8490678991
-0.75 0.04166666667 -0.8515479849
-0.7083333333 0.04166666667 -0.853439875
-0.6666666667 0.04166666667 -0.8548585011
-0.625 0.04166666667 -0.8559023342
-0.5833333333 0.04166666667 -0.8566543686
-0.5416666667 0.04166666667 -0.8571834037
-0.5 0.04166666667 -0.8575454965
-0.4583333333 0.04166666667 -0.8577854849
-0.4166666667 0.04166666667 -0.8579385123
-0.375 0.04166666667 -0.8580314996
-0.3333333333 0.04166666667 -0.8580845327
-0.2916666667 0.04166666667 -0.8581121418
-0.25 0.04166666667 -0.8581244585
-0.2083333333 0.04166666667 -0.8581282431
-0.1666666667 0.04166666667 -0.8581277767
-0.125 0.04166666667 -0.8581256167
-0.08333333333 0.04166666667 -0.8581232139
-0.04166666667 0.04166666667 -0.858121391
0 0.04166666667 -0.8581206827
0.04166666667 0.04166666667 -0.8581215362
0.08333333333 0.04166666667 -0.8581243742
0.125 0.04166666667 -0.8581295176
0.1666666667 0.04166666667 -0.8581369706
0.2083333333 0.04166666667 -0.8581460665
0.25 0.04166666667 -0.8581549746
0.2916666667 0.04166666667 -0.8581600684
0.3333333333 0.04166666667 -0.8581551547
0.375 0.04166666667 -0.8581305661
0.4166666667 0.04166666667 -0.8580721163
0.4583333333 0.04166666667 -0.8579599247
0.5 0.04166666667 -0.8577671171
0.5416666667 0.04166666667 -0.857458416
0.5833333333 0.04166666667 -0.8569886439
0.625 0.04166666667 -0.8563011731
0.6666666667 0.04166666667 -0.8553263746
0.7083333333 0.04166666667 -0.8539801382
0.75 0.04166666667 -0.8521625667
0.7916666667 0.04166666667 -0.8497569719
0.8333333333 0.04166666667 -0.846629341
0.875 0.04166666667 -0.8426284654
0.9166666667 0.04166666667 -0.8375869498
0.9583333333 0.04166666667 -0.8313233195
1 0.04166666667 -0.8236454185
1.041666667 0.04166666667 -0.8143552176
1.083333333 0.04166666667 -0.8032550386
1.125 0.04166666667 -0.7901550309
1.166666667 0.04166666667 -0.7748815357
1.208333333 0.04166666667 -0.7572857709
1.25 0.04166666667 -0.7372520982
-1.25 0.08333333333 -0.2230447111
-1.208333333 0.08333333333 -0.2290260725
-1.166666667 0.08333333333 -0.2341251751
-1.125 0.08333333333 -0.2384372131
-1.083333333 0.08333333333 -0.2420534764
-1.041666667 0.08333333333 -0.2450601829
-1 0.08333333333 -0.2475376423
-0.9583333333 0.08333333333 -0.2495597187
-0.9166666667 0.08333333333 -0.251193552
-0.875 0.08333333333 -0.2524994955
-0.8333333333 0.08333333333 -0.253531226
-0.7916666667 0.08333333333 -0.2543359894
-0.75 0.08333333333 -0.2549549432
-0.7083333333 0.08333333333 -0.2554235686
-0.6666666667 0.08333333333 -0.2557721255
-0.625 0.08333333333 -0.2560261302
-0.5833333333 0.08333333333 -0.2562068407
-0.5416666667 0.08333333333 -0.2563317361
-0.5 0.08333333333 -0.256414982
-0.4583333333 0.08333333333 -0.2564678743
-0.4166666667 0.08333333333 -0.2564992577
-0.375 0.08333333333 -0.2565159137
-0.3333333333 0.08333333333 -0.2565229188
-0.2916666667 0.08333333333 -0.2565239687
-0.25 0.08333333333 -0.2565216689
-0.2083333333 0.08333333333 -0.2565177917
-0.1666666667 0.08333333333 -0.2565134979
-0.125 0.08333333333 -0.2565095247
-0.08333333333 0.08333333333 -0.256506338
-0.04166666667 0.08333333333 -0.2565042504
0 0.08333333333 -0.2565035048
0.04166666667 0.08333333333 -0.2565043227
0.08333333333 0.08333333333 -0.256506918
0.125 0.08333333333 -0.2565114761
0.1666666667 0.08333333333 -0.2565180981
0.2083333333 0.08333333333 -0.2565267106
0.25 0.08333333333 -0.2565369404
0.2916666667 0.08333333333 -0.2565479545
0.3333333333 0.08333333333 -0.2565582656
0.375 0.08333333333 -0.2565655023
0.4166666667 0.08333333333 -0.2565661454
0.4583333333 0.08333333333 -0.2565552293
0.5 0.08333333333 -0.2565260093
0.5416666667 0.08333333333 -0.2564695964
0.5833333333 0.08333333333 -0.2563745597
0.625 0.08333333333 -0.2562264999
0.6666666667 0.08333333333 -0.2560075961
0.7083333333 0.08333333333 -0.2556961315
0.75 0.08333333333 -0.2552660049
0.7916666667 0.08333333333 -0.2546862373
0.8333333333 0.08333333333 -0.2539204861
0.875 0.08333333333 -0.252926584
0.9166666667 0.08333333333 -0.251656124
0.9583333333 0.08333333333 -0.2500541157
1 0.08333333333 -0.2480587452
1.041666667 0.08333333333 -0.2456012752
1.083333333 0.08333333333 -0.2426061257
1.125 0.08333333333 -0.2389911806
1.166666667 0.08333333333 -0.2346683628
1.208333333 0.08333333333 -0.2295445198
1.25 0.08333333333 -0.2235226521
-1.25 0.125 0.1098658354
-1.208333333 0.125 0.1071217317
-1.166666667 0.125 0.1048002264
-1.125 0.125 0.1028503434
-1.083333333 0.125 0.1012249837
-1.041666667 0.125 0.09988100728
-1 0.125 0.09877922886
-0.9583333333 0.125 0.09788434119
-0.9166666667 0.125 0.09716478223
-0.875 0.125 0.09659255931
-0.8333333333 0.125 0.09614304208
-0.7916666667 0.125 0.09579473445
-0.75 0.125 0.09552903371
-0.7083333333 0.125 0.09532998367
-0.6666666667 0.125 0.09518402748
-0.625 0.125 0.09507976408
-0.5833333333 0.125 0.09500771201
-0.5416666667 0.125 0.09496008267
-0.5 0.125 0.09493056517
-0.4583333333 0.125 0.09491412396
-0.4166666667 0.125 0.0949068103
-0.375 0.125 0.09490558799
-0.3333333333 0.125 0.09490817411
-0.2916666667 0.125 0.09491289478
-0.25 0.125 0.09491855618
-0.2083333333 0.125 0.09492433106
-0.1666666667 0.125 0.09492966055
-0.125 0.125 0.09493417156
-0.08333333333 0.125 0.09493760947
-0.04166666667 0.125 0.09493978651
0 0.125 0.0949405454
0.04166666667 0.125 0.09493973859
0.08333333333 0.125 0.0949372229
0.125 0.125 0.09493286964
0.1666666667 0.125 0.0949265902
0.2083333333 0.125 0.09491837707
0.25 0.125 0.09490836043
0.2916666667 0.125 0.09489688007
0.3333333333 0.125 0.09488457293
0.375 0.125 0.09487247606
0.4166666667 0.125 0.09486214503
0.4583333333 0.125 0.09485578787
0.5 0.125 0.09485641424
0.5416666667 0.125 0.0948679999
0.5833333333 0.125 0.09489566606
0.625 0.125 0.09494587324
0.6666666667 0.125 0.09502662896
0.7083333333 0.125 0.0951477083
0.75 0.125 0.09532088595
0.7916666667 0.125 0.09556017774
0.8333333333 0.125 0.09588208911
0.875 0.125 0.09630586693
0.9166666667 0.125 0.09685375024
0.9583333333 0.125 0.09755121403
1 0.125 0.09842719887
1.041666667 0.125 0.0995143176
1.083333333 0.125 0.1008490284
1.125 0.125 0.1024717621
1.166666667 0.125 0.1044269887
1.208333333 0.125 0.1067632088
1.25 0.125 0.1095328518
-1.25 0.1666666667 0.3520169368
-1.208333333 0.1666666667 0.3504666024
-1.166666667 0.1666666667 0.3491599814
-1.125 0.1666666667 0.3480665214
-1.083333333 0.1666666667 0.3471583477
-1.041666667 0.1666666667 0.3464101948
-1 0.1666666667 0.3457993117
-0.9583333333 0.1666666667 0.3453053439
-0.9166666667 0.1666666667 0.3449102011
-0.875 0.1666666667 0.3445979133
-0.8333333333 0.1666666667 0.3443544812
-0.7916666667 0.1666666667 0.3441677221
-0.75 0.1666666667 0.3440271167
-0.7083333333 0.1666666667 0.3439236571
-0.6666666667 0.1666666667 0.3438496987
-0.625 0.1666666667 0.3437988167
-0.5833333333 0.1666666667 0.3437656696
-0.5416666667 0.1666666667 0.3437458686
-0.5 0.1666666667 0.3437358552
-0.4583333333 0.1666666667 0.3437327865
-0.4166666667 0.1666666667 0.3437344283
-0.375 0.1666666667 0.3437390576
-0.3333333333 0.1666666667 0.3437453723
-0.2916666667 0.1666666667 0.3437524107
-0.25 0.1666666667 0.343759479
-0.2083333333 0.1666666667 0.3437660878
-0.1666666667 0.1666666667 0.3437718969
-0.125 0.1666666667 0.3437766697
-0.08333333333 0.1666666667 0.3437802352
-0.04166666667 0.1666666667 0.3437824596
0 0.1666666667 0.3437832261
0.04166666667 0.1666666667 0.343782424
0.08333333333 0.1666666667 0.3437799454
0.125 0.1666666667 0.3437756922
0.1666666667 0.1666666667 0.3437695904
0.2083333333 0.1666666667 0.3437616138
0.25 0.1666666667 0.3437518167
0.2916666667 0.1666666667 0.3437403744
0.3333333333 0.1666666667 0.3437276331
0.375 0.1666666667 0.3437141688
0.4166666667 0.1666666667 0.3437008542
0.4583333333 0.1666666667 0.3436889347
0.5 0.1666666667 0.343680113
0.5416666667 0.1666666667 0.3436766429
0.5833333333 0.1666666667 0.3436814305
0.625 0.1666666667 0.3436981451
0.6666666667 0.1666666667 0.3437313375
0.7083333333 0.1666666667 0.3437865668
0.75 0.1666666667 0.343870534
0.7916666667 0.1666666667 0.3439912231
0.8333333333 0.1666666667 0.3441580481
0.875 0.1666666667 0.3443820042
0.9166666667 0.1666666667 0.3446758235
0.9583333333 0.1666666667 0.3450541313
1 0.1666666667 0.3455336017
1.041666667 0.1666666667 0.3461331094
1.083333333 0.1666666667 0.3468738736
1.125 0.1666666667 0.3477795898
1.166666667 0.1666666667 0.3488765447
1.208333333 0.1666666667 0.350193707
1.25 0.1666666667 0.3517627883
-1.25 0.2083333333 0.5413657487
-1.208333333 0.2083333333 0.5403790879
-1.166666667 0.2083333333 0.5395500136
-1.125 0.2083333333 0.5388583923
-1.083333333 0.2083333333 0.5382859612
-1.041666667 0.2083333333 0.5378162466
-1 0.2083333333 0.5374344733
-0.9583333333 0.2083333333 0.5371274657
-0.9166666667 0.2083333333 0.5368835449
-0.875 0.2083333333 0.5366924229
-0.8333333333 0.2083333333 0.536545096
-0.7916666667 0.2083333333 0.5364337391
-0.75 0.2083333333 0.5363516019
-0.7083333333 0.2083333333 0.5362929075
-0.6666666667 0.2083333333 0.5362527548
-0.625 0.2083333333 0.5362270253
-0.5833333333 0.2083333333 0.5362122937
-0.5416666667 0.2083333333 0.5362057444
-0.5 0.2083333333 0.5362050917
-0.4583333333 0.2083333333 0.5362085069
-0.4166666667 0.2083333333 0.5362145497
-0.375 0.2083333333 0.5362221051
-0.3333333333 0.2083333333 0.5362303265
-0.2916666667 0.2083333333 0.5362385839
-0.25 0.2083333333 0.5362464174
-0.2083333333 0.2083333333 0.5362534971
-0.1666666667 0.2083333333 0.536259588
-0.125 0.2083333333 0.5362645205
-0.08333333333 0.2083333333 0.5362681667
-0.04166666667 0.2083333333 0.5362704225
0 0.2083333333 0.5362711948
0.04166666667 0.2083333333 0.5362703944
0.08333333333 0.2083333333 0.536267935
0.125 0.2083333333 0.5362637374
0.1666666667 0.2083333333 0.5362577389
0.2083333333 0.2083333333 0.5362499092
